category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Cancer: specific types	hsa05226	Gastric cancer	1/63	150/8790	0.00666666666666667	0.93015873015873	-0.073300747639457	0.663191254047721	1	1	7015	1
Environmental Information Processing	Signaling molecules and interaction	hsa04518	Integrin signaling	1/63	154/8790	0.00649350649350649	0.90599876314162	-0.0999873666529858	0.672909587221459	1	1	3381	1
Organismal Systems	Endocrine system	hsa04921	Oxytocin signaling pathway	1/63	154/8790	0.00649350649350649	0.90599876314162	-0.0999873666529858	0.672909587221459	1	1	810	1
Human Diseases	Infectious disease: viral	hsa05160	Hepatitis C	1/63	156/8790	0.00641025641025641	0.894383394383394	-0.113082656360121	0.677664732457945	1	1	5522	1
Cellular Processes	Cell growth and death	hsa04218	Cellular senescence	1/63	157/8790	0.00636942675159236	0.888686684865029	-0.119570375149827	0.680016727113394	1	1	810	1
Environmental Information Processing	Signal transduction	hsa04390	Hippo signaling pathway	1/63	157/8790	0.00636942675159236	0.888686684865029	-0.119570375149827	0.680016727113394	1	1	5522	1
Cellular Processes	Cell growth and death	hsa04110	Cell cycle	1/63	158/8790	0.00632911392405063	0.883062085593731	-0.126018901776028	0.682351830344236	1	1	995	1
Environmental Information Processing	Signal transduction	hsa04022	cGMP-PKG signaling pathway	1/63	165/8790	0.00606060606060606	0.845598845598845	-0.170106332898236	0.698234516064903	1	1	810	1
Environmental Information Processing	Signal transduction	hsa04630	JAK-STAT signaling pathway	1/63	168/8790	0.00595238095238095	0.830498866213152	-0.188465021389858	0.704799688769328	1	1	116379	1
Human Diseases	Cancer: specific types	hsa05225	Hepatocellular carcinoma	1/63	169/8790	0.00591715976331361	0.825584671738518	-0.194516612801701	0.706956684780409	1	1	7015	1
Cellular Processes	Cellular community - eukaryotes	hsa04530	Tight junction	1/63	170/8790	0.00588235294117647	0.820728291316527	-0.2005349641146	0.709098168234629	1	1	5522	1
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	1/63	170/8790	0.00588235294117647	0.820728291316527	-0.2005349641146	0.709098168234629	1	1	9407	1
Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	1/63	176/8790	0.00568181818181818	0.792748917748918	-0.235970779001579	0.721627399500244	1	1	810	1
Organismal Systems	Development and regeneration	hsa04360	Axon guidance	1/63	183/8790	0.00546448087431694	0.762425188654697	-0.275935485996488	0.735574730798173	1	1	1943	1
Organismal Systems	Immune system	hsa04062	Chemokine signaling pathway	1/63	191/8790	0.00523560209424084	0.730491149339317	-0.319943476919537	0.750673738445013	1	1	2792	1
Organismal Systems	Immune system	hsa04613	Neutrophil extracellular trap formation	1/63	192/8790	0.00520833333333333	0.726686507936508	-0.325327281402649	0.752500410671779	1	1	8345	1
Cellular Processes	Cell motility	hsa04814	Motor proteins	1/63	194/8790	0.00515463917525773	0.719194894452626	-0.336020040887175	0.756114332301064	1	1	10381	1
Human Diseases	Infectious disease: bacterial	hsa05130	Pathogenic Escherichia coli infection	1/63	199/8790	0.0050251256281407	0.701124670973917	-0.362328307133223	0.764923486070911	1	1	10381	1
Cellular Processes	Cellular community - eukaryotes	hsa04510	Focal adhesion	1/63	202/8790	0.00495049504950495	0.690711928335691	-0.37783340896793	0.770057875780757	1	1	3381	1
Human Diseases	Cancer: overview	hsa05203	Viral carcinogenesis	1/63	204/8790	0.00490196078431373	0.683940242763772	-0.388057751381157	0.773419323503063	1	1	8345	1
Human Diseases	Neurodegenerative disease	hsa05010	Alzheimer disease	2/63	388/8790	0.00515463917525773	0.719194894452626	-0.480658960585148	0.773625408433551	1	1	810/10381	2
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	1/63	221/8790	0.00452488687782805	0.631329454858867	-0.471603506496125	0.800106244221863	1	1	7015	1
Environmental Information Processing	Signal transduction	hsa04024	cAMP signaling pathway	1/63	226/8790	0.00442477876106195	0.617361989043405	-0.495121196901737	0.807348830130441	1	1	810	1
Cellular Processes	Cell motility	hsa04820	Cytoskeleton in muscle cells	1/63	233/8790	0.00429184549356223	0.598814633149397	-0.527314601615479	0.817056384700103	1	1	1301	1
Organismal Systems	Sensory system	hsa04740	Olfactory transduction	2/63	440/8790	0.00454545454545455	0.634199134199134	-0.668860191018697	0.831038200396389	1	1	143503/810	2
Human Diseases	Infectious disease: bacterial	hsa05132	Salmonella infection	1/63	248/8790	0.00403225806451613	0.562596006144393	-0.593657993709737	0.836266118792748	1	1	10381	1
Cellular Processes	Transport and catabolism	hsa04145	Phagocytosis	1/63	252/8790	0.00396825396825397	0.553665910808768	-0.610786981641179	0.841044133029215	1	1	10381	1
Environmental Information Processing	Signal transduction	hsa04020	Calcium signaling pathway	1/63	253/8790	0.00395256916996047	0.551477507999247	-0.61503434045447	0.842217032961185	1	1	810	1
Human Diseases	Neurodegenerative disease	hsa05020	Prion disease	1/63	275/8790	0.00363636363636364	0.507359307359307	-0.705199217799775	0.865969843026063	1	1	10381	1
Human Diseases	Neurodegenerative disease	hsa05022	Pathways of neurodegeneration - multiple diseases	2/63	480/8790	0.00416666666666667	0.581349206349206	-0.801455741798792	0.866050499000308	1	1	810/10381	2
Human Diseases	Neurodegenerative disease	hsa05016	Huntington disease	1/63	307/8790	0.00325732899022801	0.454474949588956	-0.826640485258955	0.894364900142777	1	1	10381	1
Human Diseases	Neurodegenerative disease	hsa05014	Amyotrophic lateral sclerosis	1/63	368/8790	0.00271739130434783	0.379140786749482	-1.03375337392928	0.933069513168986	1	1	10381	1
Metabolism	Carbohydrate metabolism	hsa00010	Glycolysis / Gluconeogenesis	0/63	67/8790	0	0	-0.698090911761296	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00020	Citrate cycle (TCA cycle)	0/63	30/8790	0	0	-0.466139700996479	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00030	Pentose phosphate pathway	0/63	31/8790	0	0	-0.473872059710991	1	1	1		0
Metabolism	Lipid metabolism	hsa00061	Fatty acid biosynthesis	0/63	18/8790	0	0	-0.360823205190241	1	1	1		0
Metabolism	Lipid metabolism	hsa00062	Fatty acid elongation	0/63	28/8790	0	0	-0.450282335740191	1	1	1		0
Metabolism	Lipid metabolism	hsa00071	Fatty acid degradation	0/63	43/8790	0	0	-0.558485862034144	1	1	1		0
Metabolism	Lipid metabolism	hsa00120	Primary bile acid biosynthesis	0/63	17/8790	0	0	-0.350637139747191	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0/63	12/8790	0	0	-0.294510208888931	1	1	1		0
Metabolism	Lipid metabolism	hsa00140	Steroid hormone biosynthesis	0/63	64/8790	0	0	-0.682165735818333	1	1	1		0
Metabolism	Energy metabolism	hsa00190	Oxidative phosphorylation	0/63	136/8790	0	0	-0.998547037944975	1	1	1		0
Metabolism	Amino acid metabolism	hsa00220	Arginine biosynthesis	0/63	23/8790	0	0	-0.407986632362026	1	1	1		0
Metabolism	Nucleotide metabolism	hsa00230	Purine metabolism	0/63	128/8790	0	0	-0.968285468185677	1	1	1		0
Metabolism	Nucleotide metabolism	hsa00240	Pyrimidine metabolism	0/63	59/8790	0	0	-0.654789234802633	1	1	1		0
Metabolism	Amino acid metabolism	hsa00250	Alanine, aspartate and glutamate metabolism	0/63	37/8790	0	0	-0.517880927080613	1	1	1		0
Metabolism	Amino acid metabolism	hsa00260	Glycine, serine and threonine metabolism	0/63	40/8790	0	0	-0.538559248309318	1	1	1		0
Metabolism	Amino acid metabolism	hsa00270	Cysteine and methionine metabolism	0/63	53/8790	0	0	-0.620389281567856	1	1	1		0
Metabolism	Amino acid metabolism	hsa00280	Valine, leucine and isoleucine degradation	0/63	48/8790	0	0	-0.590231979739103	1	1	1		0
Metabolism	Amino acid metabolism	hsa00310	Lysine degradation	0/63	63/8790	0	0	-0.676776555513082	1	1	1		0
Metabolism	Amino acid metabolism	hsa00330	Arginine and proline metabolism	0/63	49/8790	0	0	-0.596382647847157	1	1	1		0
Metabolism	Amino acid metabolism	hsa00340	Histidine metabolism	0/63	22/8790	0	0	-0.398996043166132	1	1	1		0
Metabolism	Amino acid metabolism	hsa00350	Tyrosine metabolism	0/63	37/8790	0	0	-0.517880927080613	1	1	1		0
Metabolism	Amino acid metabolism	hsa00360	Phenylalanine metabolism	0/63	16/8790	0	0	-0.340148605845125	1	1	1		0
Metabolism	Amino acid metabolism	hsa00380	Tryptophan metabolism	0/63	42/8790	0	0	-0.551922090612937	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00410	beta-Alanine metabolism	0/63	31/8790	0	0	-0.473872059710991	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00430	Taurine and hypotaurine metabolism	0/63	16/8790	0	0	-0.340148605845125	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00450	Selenocompound metabolism	0/63	17/8790	0	0	-0.350637139747191	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00480	Glutathione metabolism	0/63	57/8790	0	0	-0.643521730430626	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00500	Starch and sucrose metabolism	0/63	36/8790	0	0	-0.51080542169717	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00510	N-Glycan biosynthesis	0/63	57/8790	0	0	-0.643521730430626	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00511	Other glycan degradation	0/63	18/8790	0	0	-0.360823205190241	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00512	Mucin type O-glycan biosynthesis	0/63	36/8790	0	0	-0.51080542169717	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00514	Other types of O-glycan biosynthesis	0/63	49/8790	0	0	-0.596382647847157	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00515	Mannose type O-glycan biosynthesis	0/63	23/8790	0	0	-0.407986632362026	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00520	Amino sugar and nucleotide sugar metabolism	0/63	38/8790	0	0	-0.524862642701843	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00531	Glycosaminoglycan degradation	0/63	19/8790	0	0	-0.370731735253948	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0/63	21/8790	0	0	-0.389800266146621	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	0/63	14/8790	0	0	-0.318143628165109	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0/63	24/8790	0	0	-0.416785313112056	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00541	Biosynthesis of various nucleotide sugars	0/63	19/8790	0	0	-0.370731735253948	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0/63	30/8790	0	0	-0.466139700996479	1	1	1		0
Metabolism	Lipid metabolism	hsa00564	Glycerophospholipid metabolism	0/63	104/8790	0	0	-0.871594088681901	1	1	1		0
Metabolism	Lipid metabolism	hsa00565	Ether lipid metabolism	0/63	51/8790	0	0	-0.608501618003273	1	1	1		0
Metabolism	Lipid metabolism	hsa00590	Arachidonic acid metabolism	0/63	62/8790	0	0	-0.671345365100153	1	1	1		0
Metabolism	Lipid metabolism	hsa00591	Linoleic acid metabolism	0/63	30/8790	0	0	-0.466139700996479	1	1	1		0
Metabolism	Lipid metabolism	hsa00592	alpha-Linolenic acid metabolism	0/63	26/8790	0	0	-0.43385340325949	1	1	1		0
Metabolism	Lipid metabolism	hsa00600	Sphingolipid metabolism	0/63	55/8790	0	0	-0.632058693445609	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0/63	28/8790	0	0	-0.450282335740191	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	0/63	16/8790	0	0	-0.340148605845125	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00604	Glycosphingolipid biosynthesis - ganglio series	0/63	15/8790	0	0	-0.329328704646091	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00620	Pyruvate metabolism	0/63	49/8790	0	0	-0.596382647847157	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00630	Glyoxylate and dicarboxylate metabolism	0/63	31/8790	0	0	-0.473872059710991	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00640	Propanoate metabolism	0/63	32/8790	0	0	-0.481481979891348	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00650	Butanoate metabolism	0/63	27/8790	0	0	-0.442143245914567	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00670	One carbon pool by folate	0/63	38/8790	0	0	-0.524862642701843	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00730	Thiamine metabolism	0/63	15/8790	0	0	-0.329328704646091	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00760	Nicotinate and nicotinamide metabolism	0/63	38/8790	0	0	-0.524862642701843	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00770	Pantothenate and CoA biosynthesis	0/63	21/8790	0	0	-0.389800266146621	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00785	Lipoic acid metabolism	0/63	19/8790	0	0	-0.370731735253948	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00830	Retinol metabolism	0/63	67/8790	0	0	-0.698090911761296	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00860	Porphyrin metabolism	0/63	44/8790	0	0	-0.564974856762697	1	1	1		0
Metabolism	Metabolism of terpenoids and polyketides	hsa00900	Terpenoid backbone biosynthesis	0/63	23/8790	0	0	-0.407986632362026	1	1	1		0
Metabolism	Energy metabolism	hsa00920	Sulfur metabolism	0/63	10/8790	0	0	-0.268819185589003	1	1	1		0
Genetic Information Processing	Translation	hsa00970	Aminoacyl-tRNA biosynthesis	0/63	44/8790	0	0	-0.564974856762697	1	1	1		0
Metabolism	Xenobiotics biodegradation and metabolism	hsa00980	Metabolism of xenobiotics by cytochrome P450	0/63	73/8790	0	0	-0.728929331204551	1	1	1		0
Metabolism	Xenobiotics biodegradation and metabolism	hsa00982	Drug metabolism - cytochrome P450	0/63	67/8790	0	0	-0.698090911761296	1	1	1		0
Metabolism	Xenobiotics biodegradation and metabolism	hsa00983	Drug metabolism - other enzymes	0/63	79/8790	0	0	-0.7585549692838	1	1	1		0
Metabolism	Lipid metabolism	hsa01040	Biosynthesis of unsaturated fatty acids	0/63	27/8790	0	0	-0.442143245914567	1	1	1		0
Metabolism	Global and overview maps	hsa01200	Carbon metabolism	0/63	116/8790	0	0	-0.921142466673196	1	1	1		0
Metabolism	Global and overview maps	hsa01210	2-Oxocarboxylic acid metabolism	0/63	33/8790	0	0	-0.488975178684757	1	1	1		0
Metabolism	Global and overview maps	hsa01212	Fatty acid metabolism	0/63	57/8790	0	0	-0.643521730430626	1	1	1		0
Metabolism	Global and overview maps	hsa01230	Biosynthesis of amino acids	0/63	75/8790	0	0	-0.738931966890953	1	1	1		0
Metabolism	Global and overview maps	hsa01232	Nucleotide metabolism	0/63	85/8790	0	0	-0.787104860258472	1	1	1		0
Metabolism	Global and overview maps	hsa01240	Biosynthesis of cofactors	0/63	152/8790	0	0	-1.05662945504924	1	1	1		0
Human Diseases	Drug resistance: antineoplastic	hsa01521	EGFR tyrosine kinase inhibitor resistance	0/63	80/8790	0	0	-0.763384671067481	1	1	1		0
Human Diseases	Drug resistance: antineoplastic	hsa01523	Antifolate resistance	0/63	30/8790	0	0	-0.466139700996479	1	1	1		0
Human Diseases	Drug resistance: antineoplastic	hsa01524	Platinum drug resistance	0/63	74/8790	0	0	-0.733947115615311	1	1	1		0
Genetic Information Processing	Translation	hsa03008	Ribosome biogenesis in eukaryotes	0/63	143/8790	0	0	-1.02433687760034	1	1	1		0
Genetic Information Processing	Translation	hsa03010	Ribosome	0/63	191/8790	0	0	-1.18713532462929	1	1	1		0
Genetic Information Processing	Translation	hsa03013	Nucleocytoplasmic transport	0/63	108/8790	0	0	-0.888401955806436	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03018	RNA degradation	0/63	78/8790	0	0	-0.75369543867231	1	1	1		0
Genetic Information Processing	Transcription	hsa03020	RNA polymerase	0/63	34/8790	0	0	-0.496356942907752	1	1	1		0
Genetic Information Processing	Transcription	hsa03022	Basal transcription factors	0/63	43/8790	0	0	-0.558485862034144	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03030	DNA replication	0/63	36/8790	0	0	-0.51080542169717	1	1	1		0
Genetic Information Processing	Transcription	hsa03040	Spliceosome	0/63	205/8790	0	0	-1.23087598865645	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03050	Proteasome	0/63	46/8790	0	0	-0.577738567619477	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03060	Protein export	0/63	31/8790	0	0	-0.473872059710991	1	1	1		0
Genetic Information Processing	Chromosome	hsa03082	ATP-dependent chromatin remodeling	0/63	115/8790	0	0	-0.917110566967568	1	1	1		0
Genetic Information Processing	Chromosome	hsa03083	Polycomb repressive complex	0/63	83/8790	0	0	-0.777700347368854	1	1	1		0
Genetic Information Processing	Information processing in viruses	hsa03250	Viral life cycle - HIV-1	0/63	68/8790	0	0	-0.703321565584276	1	1	1		0
Genetic Information Processing	Information processing in viruses	hsa03265	Virion - Ebolavirus, Lyssavirus and Morbillivirus	0/63	12/8790	0	0	-0.294510208888931	1	1	1		0
Genetic Information Processing	Information processing in viruses	hsa03272	Virion - Hepatitis viruses	0/63	48/8790	0	0	-0.590231979739103	1	1	1		0
Genetic Information Processing	Information processing in viruses	hsa03273	Virion - Lassa virus and SFTS virus	0/63	16/8790	0	0	-0.340148605845125	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03420	Nucleotide excision repair	0/63	62/8790	0	0	-0.671345365100153	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03430	Mismatch repair	0/63	23/8790	0	0	-0.407986632362026	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03440	Homologous recombination	0/63	41/8790	0	0	-0.545280841627622	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03450	Non-homologous end-joining	0/63	13/8790	0	0	-0.306553406128033	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03460	Fanconi anemia pathway	0/63	53/8790	0	0	-0.620389281567856	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04012	ErbB signaling pathway	0/63	85/8790	0	0	-0.787104860258472	1	1	1		0
Environmental Information Processing	Signaling molecules and interaction	hsa04061	Viral protein interaction with cytokine and cytokine receptor	0/63	98/8790	0	0	-0.845786400903292	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	0/63	103/8790	0	0	-0.867343684549283	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04066	HIF-1 signaling pathway	0/63	110/8790	0	0	-0.896693453207854	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	0/63	132/8790	0	0	-0.983525657235204	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04072	Phospholipase D signaling pathway	0/63	148/8790	0	0	-1.04239242251345	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04120	Ubiquitin mediated proteolysis	0/63	142/8790	0	0	-1.02068997841876	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04130	SNARE interactions in vesicular transport	0/63	33/8790	0	0	-0.488975178684757	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04136	Autophagy - other	0/63	32/8790	0	0	-0.481481979891348	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04137	Mitophagy - animal	0/63	104/8790	0	0	-0.871594088681901	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04140	Autophagy - animal	0/63	169/8790	0	0	-1.1152495296175	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04141	Protein processing in endoplasmic reticulum	0/63	174/8790	0	0	-1.13195535401324	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04142	Lysosome biogenesis	0/63	249/8790	0	0	-1.36004360149346	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04144	Endocytosis	0/63	249/8790	0	0	-1.36004360149346	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04146	Peroxisome	0/63	82/8790	0	0	-0.772956822775615	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04148	Efferocytosis	0/63	157/8790	0	0	-1.07417854732692	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04150	mTOR signaling pathway	0/63	156/8790	0	0	-1.07069012206866	1	1	1		0
NA	NA	hsa04156	Integrated stress response (ISR) signaling pathway	0/63	52/8790	0	0	-0.614473517714563	1	1	1		0
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	0/63	137/8790	0	0	-1.00226935259866	1	1	1		0
Organismal Systems	Aging	hsa04211	Longevity regulating pathway	0/63	89/8790	0	0	-0.805597181256672	1	1	1		0
Organismal Systems	Aging	hsa04213	Longevity regulating pathway - multiple species	0/63	61/8790	0	0	-0.665871136178558	1	1	1		0
Cellular Processes	Cell growth and death	hsa04215	Apoptosis - multiple species	0/63	32/8790	0	0	-0.481481979891348	1	1	1		0
Cellular Processes	Cell growth and death	hsa04216	Ferroptosis	0/63	42/8790	0	0	-0.551922090612937	1	1	1		0
Cellular Processes	Cell growth and death	hsa04217	Necroptosis	0/63	162/8790	0	0	-1.09146536261599	1	1	1		0
Organismal Systems	Circulatory system	hsa04260	Cardiac muscle contraction	0/63	87/8790	0	0	-0.796402571277966	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04310	Wnt signaling pathway	0/63	178/8790	0	0	-1.14515825886035	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04340	Hedgehog signaling pathway	0/63	56/8790	0	0	-0.637815308434447	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04370	VEGF signaling pathway	0/63	60/8790	0	0	-0.660352797963676	1	1	1		0
Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	0/63	133/8790	0	0	-0.98730112232789	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04392	Hippo signaling pathway - multiple species	0/63	29/8790	0	0	-0.458278705596017	1	1	1		0
Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	0/63	157/8790	0	0	-1.07417854732692	1	1	1		0
Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	0/63	93/8790	0	0	-0.823690881455163	1	1	1		0
Organismal Systems	Immune system	hsa04610	Complement and coagulation cascades	0/63	87/8790	0	0	-0.796402571277966	1	1	1		0
Organismal Systems	Immune system	hsa04611	Platelet activation	0/63	126/8790	0	0	-0.960580065627357	1	1	1		0
Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	0/63	71/8790	0	0	-0.718792198026071	1	1	1		0
Organismal Systems	Endocrine system	hsa04614	Renin-angiotensin system	0/63	23/8790	0	0	-0.407986632362026	1	1	1		0
Organismal Systems	Immune system	hsa04620	Toll-like receptor signaling pathway	0/63	107/8790	0	0	-0.884228497064306	1	1	1		0
Organismal Systems	Immune system	hsa04621	NOD-like receptor signaling pathway	0/63	183/8790	0	0	-1.1614677685482	1	1	1		0
Organismal Systems	Immune system	hsa04622	RIG-I-like receptor signaling pathway	0/63	72/8790	0	0	-0.723877928399871	1	1	1		0
Organismal Systems	Immune system	hsa04623	Cytosolic DNA-sensing pathway	0/63	82/8790	0	0	-0.772956822775615	1	1	1		0
Organismal Systems	Immune system	hsa04640	Hematopoietic cell lineage	0/63	96/8790	0	0	-0.837015147617881	1	1	1		0
Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	0/63	106/8790	0	0	-0.880036214472812	1	1	1		0
Organismal Systems	Immune system	hsa04662	B cell receptor signaling pathway	0/63	82/8790	0	0	-0.772956822775615	1	1	1		0
Organismal Systems	Immune system	hsa04664	Fc epsilon RI signaling pathway	0/63	68/8790	0	0	-0.703321565584276	1	1	1		0
Organismal Systems	Immune system	hsa04666	Fc gamma R-mediated phagosome formation	0/63	97/8790	0	0	-0.841411699272363	1	1	1		0
Organismal Systems	Immune system	hsa04670	Leukocyte transendothelial migration	0/63	116/8790	0	0	-0.921142466673196	1	1	1		0
Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	0/63	46/8790	0	0	-0.577738567619477	1	1	1		0
Organismal Systems	Environmental adaptation	hsa04710	Circadian rhythm	0/63	34/8790	0	0	-0.496356942907752	1	1	1		0
Organismal Systems	Environmental adaptation	hsa04714	Thermogenesis	0/63	234/8790	0	0	-1.31728595004358	1	1	1		0
Organismal Systems	Nervous system	hsa04721	Synaptic vesicle cycle	0/63	78/8790	0	0	-0.75369543867231	1	1	1		0
Organismal Systems	Nervous system	hsa04730	Long-term depression	0/63	60/8790	0	0	-0.660352797963676	1	1	1		0
Cellular Processes	Cell motility	hsa04810	Regulation of actin cytoskeleton	0/63	231/8790	0	0	-1.30858517464447	1	1	1		0
Organismal Systems	Endocrine system	hsa04911	Insulin secretion	0/63	86/8790	0	0	-0.791766829647516	1	1	1		0
