ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0004022	alcohol dehydrogenase (NAD+) activity	1/270	23/18367	0.0434782608695652	2.95764895330113	1.14746009882224	0.288814386946199	1	1	ADH1B	1
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	1/270	23/18367	0.0434782608695652	2.95764895330113	1.14746009882224	0.288814386946199	1	1	AKR1B10	1
GO:0005315	phosphate transmembrane transporter activity	1/270	23/18367	0.0434782608695652	2.95764895330113	1.14746009882224	0.288814386946199	1	1	ADAMTS8	1
GO:0005537	D-mannose binding	1/270	23/18367	0.0434782608695652	2.95764895330113	1.14746009882224	0.288814386946199	1	1	CLEC4M	1
GO:0140297	DNA-binding transcription factor binding	9/270	488/18367	0.0184426229508197	1.25457650273224	0.696213585692495	0.291466421405175	1	1	ANKRD1/PRAME/POU4F1/HMGA2/H2BC9/PITX1/NR0B2/PITX2/HOXC13	9
GO:0016209	antioxidant activity	2/270	74/18367	0.027027027027027	1.83853853853854	0.882840603088895	0.296795932407983	1	1	HBA1/HBA2	2
GO:0017022	myosin binding	2/270	74/18367	0.027027027027027	1.83853853853854	0.882840603088895	0.296795932407983	1	1	GRIA1/MYOC	2
GO:0005243	gap junction channel activity	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	GJB6	1
GO:0015145	monosaccharide transmembrane transporter activity	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	PPBP	1
GO:0015296	monoatomic anion:monoatomic cation symporter activity	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	SLC6A4	1
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	MIOX	1
GO:0048027	mRNA 5'-UTR binding	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	IGF2BP1	1
GO:0050699	WW domain binding	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	CDC25C	1
GO:0070696	transmembrane receptor protein serine/threonine kinase binding	1/270	24/18367	0.0416666666666667	2.83441358024691	1.09838242072681	0.299282121111295	1	1	RSPO2	1
GO:0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	1/270	25/18367	0.04	2.72103703703704	1.0517747856105	0.309596346009073	1	1	CHRM1	1
GO:0005251	delayed rectifier potassium channel activity	1/270	25/18367	0.04	2.72103703703704	1.0517747856105	0.309596346009073	1	1	KCNA4	1
GO:0015645	fatty acid ligase activity	1/270	25/18367	0.04	2.72103703703704	1.0517747856105	0.309596346009073	1	1	SLC27A6	1
GO:0120515	fatty acid-CoA ligase activity	1/270	25/18367	0.04	2.72103703703704	1.0517747856105	0.309596346009073	1	1	SLC27A6	1
GO:0004519	endonuclease activity	3/270	134/18367	0.0223880597014925	1.52296849087894	0.742138112340599	0.315048285736969	1	1	HMGA2/NEIL3/DNASE2B	3
GO:0000295	adenine nucleotide transmembrane transporter activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	SLC46A2	1
GO:0004190	aspartic-type endopeptidase activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	PGC	1
GO:0005112	Notch binding	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	DLL3	1
GO:0008066	glutamate receptor activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	GRIA1	1
GO:0008143	poly(A) binding	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	KHDRBS2	1
GO:0034593	phosphatidylinositol bisphosphate phosphatase activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	PTPRQ	1
GO:0042923	neuropeptide binding	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	SSTR4	1
GO:0051119	sugar transmembrane transporter activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	PPBP	1
