id	is_DEG	is_upregulated	is_downregulated	is_key_gene	logFC
MELK	FALSE	FALSE	FALSE	FALSE	0.443128028583117
PHOX2A	FALSE	FALSE	FALSE	FALSE	0.100084444255697
CHRNA5	FALSE	FALSE	FALSE	FALSE	0.409266818512086
GALR1	FALSE	FALSE	FALSE	FALSE	-0.123105837405252
CHRFAM7A	FALSE	FALSE	FALSE	FALSE	-0.0109481433964316
PCLAF	FALSE	FALSE	FALSE	FALSE	0.347956827371266
TERF2IP	FALSE	FALSE	FALSE	FALSE	-0.0327231375547505
PLK1	FALSE	FALSE	FALSE	FALSE	0.379128776295216
TPX2	FALSE	FALSE	FALSE	FALSE	0.39973391709174
GNG8	FALSE	FALSE	FALSE	FALSE	0.0415690068252186
KMT2D	FALSE	FALSE	FALSE	FALSE	-0.0145947405513693
GRIK5	FALSE	FALSE	FALSE	FALSE	0.0381996731718903
CGB5	FALSE	FALSE	FALSE	FALSE	0.145391123090928
BIRC5	FALSE	FALSE	FALSE	FALSE	0.428762655816111
KRT27	FALSE	FALSE	FALSE	FALSE	-0.47804026132431
PNOC	FALSE	FALSE	FALSE	FALSE	0.149169344088949
MGMT	FALSE	FALSE	FALSE	FALSE	-0.021222582624806
PRL	FALSE	FALSE	FALSE	FALSE	-0.207002468212454
GBX2	FALSE	FALSE	FALSE	FALSE	0.287921423931834
BUB1	FALSE	FALSE	FALSE	FALSE	0.303028423174718
ONECUT1	TRUE	TRUE	FALSE	FALSE	0.587979922919978
OTP	FALSE	FALSE	FALSE	FALSE	0.144602300645722
OR7G3	FALSE	FALSE	FALSE	FALSE	-0.00479959897133631
IL17D	FALSE	FALSE	FALSE	FALSE	-0.231781711856654
H2AC8	FALSE	FALSE	FALSE	FALSE	0.385540925471719
PTGDR	FALSE	FALSE	FALSE	FALSE	-0.166854617768207
TRH	FALSE	FALSE	FALSE	FALSE	-0.191573969959072
NTSR2	FALSE	FALSE	FALSE	FALSE	0.0930058283017239
PROKR1	FALSE	FALSE	FALSE	FALSE	0.155515420168649
SCG2	FALSE	FALSE	FALSE	FALSE	0.0711128066128799
CHRNB1	FALSE	FALSE	FALSE	FALSE	0.0468647153160093
GSX1	FALSE	FALSE	FALSE	FALSE	0.0048551419740428
ADORA2B	FALSE	FALSE	FALSE	FALSE	0.0673102974230719
SIX2	FALSE	FALSE	FALSE	FALSE	0.351358541219818
CKAP2L	FALSE	FALSE	FALSE	FALSE	0.411126674948506
GNB2	FALSE	FALSE	FALSE	FALSE	-0.00312583439791059
FEN1	FALSE	FALSE	FALSE	FALSE	0.176400413907826
CST1	TRUE	TRUE	FALSE	FALSE	0.832123161968849
NMUR1	FALSE	FALSE	FALSE	FALSE	-0.422168955118188
FOS	FALSE	FALSE	FALSE	FALSE	-0.163158432479647
ITPR1	FALSE	FALSE	FALSE	FALSE	-0.122684028675192
GPR37	FALSE	FALSE	FALSE	FALSE	0.146243752110825
SHCBP1	FALSE	FALSE	FALSE	FALSE	0.272219110865313
LDB2	FALSE	FALSE	FALSE	FALSE	-0.280419047829144
HOXC10	TRUE	TRUE	FALSE	FALSE	0.644723768712391
ARNT2	FALSE	FALSE	FALSE	FALSE	-0.107032505068112
CALB2	FALSE	FALSE	FALSE	FALSE	-0.100186351789104
CST2	FALSE	FALSE	FALSE	FALSE	0.256260645376585
EEF2	FALSE	FALSE	FALSE	FALSE	-0.00895912602929005
H2AZ2	FALSE	FALSE	FALSE	FALSE	0.00194054239702979
GABRB3	FALSE	FALSE	FALSE	FALSE	-0.140021913670039
GPR151	FALSE	FALSE	FALSE	FALSE	0.0454748421558371
CBY2	TRUE	TRUE	FALSE	FALSE	0.58180783977062
HOXC5	FALSE	FALSE	FALSE	FALSE	0.11267141366446
TERT	TRUE	TRUE	FALSE	FALSE	0.707836100740596
PRKACA	FALSE	FALSE	FALSE	FALSE	-0.0301475430078755
OR52W1	FALSE	FALSE	FALSE	FALSE	-0.00904486582381292
MIS18BP1	FALSE	FALSE	FALSE	FALSE	0.0132651953252712
TBX5	FALSE	FALSE	FALSE	FALSE	-0.205061534646634
PCP2	FALSE	FALSE	FALSE	FALSE	0.0526934052597223
B4GALT2	FALSE	FALSE	FALSE	FALSE	0.111885712320835
FANCI	FALSE	FALSE	FALSE	FALSE	0.223281415491468
CASP3	FALSE	FALSE	FALSE	FALSE	0.0719791124056153
ADCY6	FALSE	FALSE	FALSE	FALSE	-0.0603547453328197
NIPAL4	FALSE	FALSE	FALSE	FALSE	0.308322240934419
ADCY4	FALSE	FALSE	FALSE	FALSE	-0.218165342257028
KCNG4	FALSE	FALSE	FALSE	FALSE	0.000824326439055056
GRK2	FALSE	FALSE	FALSE	FALSE	0.0108614606722748
LEP	FALSE	FALSE	FALSE	FALSE	0.323305150293867
CHRNA9	FALSE	FALSE	FALSE	FALSE	0.156224975046316
HNF4A	FALSE	FALSE	FALSE	FALSE	-0.111877917623437
NETO1	TRUE	TRUE	FALSE	FALSE	0.619282366984044
PRKDC	FALSE	FALSE	FALSE	FALSE	0.0929488169358832
PHKB	FALSE	FALSE	FALSE	FALSE	-0.0181008636767448
CLPTM1L	FALSE	FALSE	FALSE	FALSE	0.0469437303168929
AURKB	FALSE	FALSE	FALSE	FALSE	0.440039491130465
BOK	FALSE	FALSE	FALSE	FALSE	-0.0720451724686262
ALOXE3	FALSE	FALSE	FALSE	FALSE	0.421319369430952
EDNRA	FALSE	FALSE	FALSE	FALSE	-0.123849003232102
CALML3	TRUE	TRUE	FALSE	FALSE	0.52431531351562
C5orf46	FALSE	FALSE	FALSE	FALSE	0.307556662190804
CHRNA3	FALSE	FALSE	FALSE	FALSE	-0.0111429048113667
TYMS	FALSE	FALSE	FALSE	FALSE	0.183794986702481
HTR1A	FALSE	FALSE	FALSE	FALSE	0.047187854522166
CNGB3	FALSE	FALSE	FALSE	FALSE	0.368632393635611
C3orf22	FALSE	FALSE	FALSE	FALSE	0.0279853565979646
NEUROG2	FALSE	FALSE	FALSE	FALSE	0.143703355694635
NEUROG1	FALSE	FALSE	FALSE	FALSE	0.0482097370932761
RUVBL1	FALSE	FALSE	FALSE	FALSE	0.100163173386754
PINX1	FALSE	FALSE	FALSE	FALSE	0.00768299320303445
C11orf16	FALSE	FALSE	FALSE	FALSE	-0.277794297905169
GSX2	FALSE	FALSE	FALSE	FALSE	0.0767716809351846
SKA3	FALSE	FALSE	FALSE	FALSE	0.431850331191532
SLURP2	FALSE	FALSE	FALSE	FALSE	0.0568778074665106
DYNC1I1	FALSE	FALSE	FALSE	FALSE	0.132940729773796
GHRHR	FALSE	FALSE	FALSE	FALSE	-0.221419187474197
AQP6	FALSE	FALSE	FALSE	FALSE	0.139987368122629
TUBB3	TRUE	TRUE	FALSE	FALSE	0.538770506290854
UGT2B17	FALSE	FALSE	FALSE	FALSE	0.0711586053443165
TAC1	FALSE	FALSE	FALSE	FALSE	-0.204380029061742
OR56B4	FALSE	FALSE	FALSE	FALSE	0.0833898077603585
CDC25C	TRUE	TRUE	FALSE	FALSE	0.510236233311192
H2BC4	FALSE	FALSE	FALSE	FALSE	0.105429841032368
FGF8	FALSE	FALSE	FALSE	FALSE	0.117072480322429
EBF1	FALSE	FALSE	FALSE	FALSE	-0.148116334193436
HTR1F	FALSE	FALSE	FALSE	FALSE	-0.209602951151727
SPAG5	FALSE	FALSE	FALSE	FALSE	0.322866092798596
FAM187B	FALSE	FALSE	FALSE	FALSE	-0.227027350052606
UTS2R	FALSE	FALSE	FALSE	FALSE	0.119534289037261
SOX2	FALSE	FALSE	FALSE	FALSE	0.320252270275917
TEX35	FALSE	FALSE	FALSE	FALSE	0.154118387181081
FOXJ1	FALSE	FALSE	FALSE	FALSE	-0.156250611740272
KIF15	FALSE	FALSE	FALSE	FALSE	0.327336592521372
WRAP53	FALSE	FALSE	FALSE	FALSE	0.0191688014168827
OR6T1	FALSE	FALSE	FALSE	FALSE	0.0375468332732805
HASPIN	FALSE	FALSE	FALSE	FALSE	0.30424569971285
NR2F1	FALSE	FALSE	FALSE	FALSE	-0.144883285730589
TACC3	FALSE	FALSE	FALSE	FALSE	0.157456331780146
VIPR1	FALSE	FALSE	FALSE	FALSE	-0.324589277169729
COL10A1	FALSE	FALSE	FALSE	FALSE	0.42950702744259
GPR39	FALSE	FALSE	FALSE	FALSE	-0.0838116556071826
GRIK1	FALSE	FALSE	FALSE	FALSE	-0.0468197794960954
SH2D7	FALSE	FALSE	FALSE	FALSE	-0.0813296770244456
PIF1	FALSE	FALSE	FALSE	FALSE	0.311701062037874
CDCA2	FALSE	FALSE	FALSE	FALSE	0.406494424801018
FFAR3	FALSE	FALSE	FALSE	FALSE	-0.147699308677241
