category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	0/79	103/8790	0	0	-0.972149310776563	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	0/79	132/8790	0	0	-1.10237015250665	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04070	Phosphatidylinositol signaling system	0/79	98/8790	0	0	-0.94798714898074	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04071	Sphingolipid signaling pathway	0/79	125/8790	0	0	-1.07230910594456	1	1	1		0
Cellular Processes	Cell growth and death	hsa04110	Cell cycle	0/79	158/8790	0	0	-1.20787529510027	1	1	1		0
Cellular Processes	Cell growth and death	hsa04115	p53 signaling pathway	0/79	75/8790	0	0	-0.828220940695618	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04120	Ubiquitin mediated proteolysis	0/79	142/8790	0	0	-1.14402523095786	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04130	SNARE interactions in vesicular transport	0/79	33/8790	0	0	-0.548060580151977	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04136	Autophagy - other	0/79	32/8790	0	0	-0.539661939368295	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04137	Mitophagy - animal	0/79	104/8790	0	0	-0.976913313237934	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04140	Autophagy - animal	0/79	169/8790	0	0	-1.25001090210848	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04141	Protein processing in endoplasmic reticulum	0/79	174/8790	0	0	-1.26873537772475	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04146	Peroxisome	0/79	82/8790	0	0	-0.866357196007991	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04150	mTOR signaling pathway	0/79	156/8790	0	0	-1.20006715073416	1	1	1		0
NA	NA	hsa04156	Integrated stress response (ISR) signaling pathway	0/79	52/8790	0	0	-0.688723532986906	1	1	1		0
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	0/79	137/8790	0	0	-1.1233787455864	1	1	1		0
Cellular Processes	Cell growth and death	hsa04215	Apoptosis - multiple species	0/79	32/8790	0	0	-0.539661939368295	1	1	1		0
Cellular Processes	Cell growth and death	hsa04216	Ferroptosis	0/79	42/8790	0	0	-0.618613693221904	1	1	1		0
Cellular Processes	Cell growth and death	hsa04217	Necroptosis	0/79	162/8790	0	0	-1.22335277111634	1	1	1		0
Cellular Processes	Cell growth and death	hsa04218	Cellular senescence	0/79	157/8790	0	0	-1.20397710047026	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04330	Notch signaling pathway	0/79	63/8790	0	0	-0.7585549692838	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04350	TGF-beta signaling pathway	0/79	109/8790	0	0	-1.00040911919149	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04370	VEGF signaling pathway	0/79	60/8790	0	0	-0.740146644110701	1	1	1		0
Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	0/79	133/8790	0	0	-1.1066018265859	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04390	Hippo signaling pathway	0/79	157/8790	0	0	-1.20397710047026	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04392	Hippo signaling pathway - multiple species	0/79	29/8790	0	0	-0.513654893354365	1	1	1		0
Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	0/79	93/8790	0	0	-0.923221713565239	1	1	1		0
Cellular Processes	Cellular community - eukaryotes	hsa04550	Signaling pathways regulating pluripotency of stem cells	0/79	144/8790	0	0	-1.15218681598597	1	1	1		0
Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	0/79	71/8790	0	0	-0.805647579328067	1	1	1		0
Organismal Systems	Immune system	hsa04620	Toll-like receptor signaling pathway	0/79	107/8790	0	0	-0.991074402572903	1	1	1		0
Organismal Systems	Immune system	hsa04621	NOD-like receptor signaling pathway	0/79	183/8790	0	0	-1.30181393004559	1	1	1		0
Organismal Systems	Immune system	hsa04622	RIG-I-like receptor signaling pathway	0/79	72/8790	0	0	-0.811347844823462	1	1	1		0
Organismal Systems	Immune system	hsa04650	Natural killer cell mediated cytotoxicity	0/79	125/8790	0	0	-1.07230910594456	1	1	1		0
Organismal Systems	Immune system	hsa04658	Th1 and Th2 cell differentiation	0/79	90/8790	0	0	-0.908052376613147	1	1	1		0
Organismal Systems	Immune system	hsa04660	T cell receptor signaling pathway	0/79	121/8790	0	0	-1.0547692366512	1	1	1		0
Organismal Systems	Immune system	hsa04662	B cell receptor signaling pathway	0/79	82/8790	0	0	-0.866357196007991	1	1	1		0
Organismal Systems	Immune system	hsa04664	Fc epsilon RI signaling pathway	0/79	68/8790	0	0	-0.788307550302106	1	1	1		0
Organismal Systems	Immune system	hsa04666	Fc gamma R-mediated phagosome formation	0/79	97/8790	0	0	-0.943083829511054	1	1	1		0
Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	0/79	46/8790	0	0	-0.647549708754927	1	1	1		0
Organismal Systems	Environmental adaptation	hsa04710	Circadian rhythm	0/79	34/8790	0	0	-0.556334321149386	1	1	1		0
Organismal Systems	Nervous system	hsa04722	Neurotrophin signaling pathway	0/79	120/8790	0	0	-1.0503410648687	1	1	1		0
Organismal Systems	Sensory system	hsa04744	Phototransduction	0/79	28/8790	0	0	-0.504692280744699	1	1	1		0
Organismal Systems	Endocrine system	hsa04910	Insulin signaling pathway	0/79	138/8790	0	0	-1.12753636838521	1	1	1		0
Organismal Systems	Endocrine system	hsa04922	Glucagon signaling pathway	0/79	107/8790	0	0	-0.991074402572903	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04930	Type II diabetes mellitus	0/79	47/8790	0	0	-0.654587881362312	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04932	Non-alcoholic fatty liver disease	0/79	157/8790	0	0	-1.20397710047026	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04940	Type I diabetes mellitus	0/79	41/8790	0	0	-0.611169947750783	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04950	Maturity onset diabetes of the young	0/79	26/8790	0	0	-0.486278155326575	1	1	1		0
Organismal Systems	Excretory system	hsa04960	Aldosterone-regulated sodium reabsorption	0/79	38/8790	0	0	-0.588284512177098	1	1	1		0
Organismal Systems	Excretory system	hsa04961	Endocrine and other factor-regulated calcium reabsorption	0/79	53/8790	0	0	-0.69535412920285	1	1	1		0
Organismal Systems	Digestive system	hsa04973	Carbohydrate digestion and absorption	0/79	48/8790	0	0	-0.661552764518979	1	1	1		0
Organismal Systems	Digestive system	hsa04978	Mineral absorption	0/79	60/8790	0	0	-0.740146644110701	1	1	1		0
Organismal Systems	Digestive system	hsa04980	Cobalamin transport and metabolism	0/79	18/8790	0	0	-0.404423340466431	1	1	1		0
Human Diseases	Neurodegenerative disease	hsa05012	Parkinson disease	0/79	268/8790	0	0	-1.58323689932143	1	1	1		0
Human Diseases	Substance dependence	hsa05030	Cocaine addiction	0/79	49/8790	0	0	-0.668446649686503	1	1	1		0
Human Diseases	Substance dependence	hsa05034	Alcoholism	0/79	189/8790	0	0	-1.32344439587129	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05110	Vibrio cholerae infection	0/79	50/8790	0	0	-0.675271711868309	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0/79	70/8790	0	0	-0.799908015283659	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05131	Shigellosis	0/79	251/8790	0	0	-1.53067371673354	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05132	Salmonella infection	0/79	248/8790	0	0	-1.52123156357878	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05133	Pertussis	0/79	76/8790	0	0	-0.833771967236673	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05134	Legionellosis	0/79	56/8790	0	0	-0.714885833081842	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05135	Yersinia infection	0/79	137/8790	0	0	-1.1233787455864	1	1	1		0
Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	0/79	73/8790	0	0	-0.817009634771901	1	1	1		0
Human Diseases	Infectious disease: parasitic	hsa05142	Chagas disease	0/79	102/8790	0	0	-0.967362951954532	1	1	1		0
Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	0/79	109/8790	0	0	-1.00040911919149	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05150	Staphylococcus aureus infection	0/79	88/8790	0	0	-0.897803031731607	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05161	Hepatitis B	0/79	163/8790	0	0	-1.22719386136537	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	0/79	170/8790	0	0	-1.25377642307052	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05167	Kaposi sarcoma-associated herpesvirus infection	0/79	196/8790	0	0	-1.3482785708244	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05168	Herpes simplex virus 1 infection	0/79	177/8790	0	0	-1.27984884421173	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	0/79	201/8790	0	0	-1.36576506083534	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05170	Human immunodeficiency virus 1 infection	0/79	212/8790	0	0	-1.40353801653576	1	1	1		0
Human Diseases	Cancer: overview	hsa05203	Viral carcinogenesis	0/79	204/8790	0	0	-1.37615994401122	1	1	1		0
Human Diseases	Cancer: specific types	hsa05210	Colorectal cancer	0/79	87/8790	0	0	-0.89263601564227	1	1	1		0
Human Diseases	Cancer: specific types	hsa05211	Renal cell carcinoma	0/79	69/8790	0	0	-0.794128300141767	1	1	1		0
Human Diseases	Cancer: specific types	hsa05212	Pancreatic cancer	0/79	77/8790	0	0	-0.839287541784236	1	1	1		0
Human Diseases	Cancer: specific types	hsa05213	Endometrial cancer	0/79	59/8790	0	0	-0.73391080681942	1	1	1		0
Human Diseases	Cancer: specific types	hsa05214	Glioma	0/79	76/8790	0	0	-0.833771967236673	1	1	1		0
Human Diseases	Cancer: specific types	hsa05219	Bladder cancer	0/79	41/8790	0	0	-0.611169947750783	1	1	1		0
Human Diseases	Cancer: specific types	hsa05220	Chronic myeloid leukemia	0/79	77/8790	0	0	-0.839287541784236	1	1	1		0
Human Diseases	Cancer: specific types	hsa05221	Acute myeloid leukemia	0/79	68/8790	0	0	-0.788307550302106	1	1	1		0
Human Diseases	Cancer: specific types	hsa05225	Hepatocellular carcinoma	0/79	169/8790	0	0	-1.25001090210848	1	1	1		0
Human Diseases	Cancer: overview	hsa05230	Central carbon metabolism in cancer	0/79	71/8790	0	0	-0.805647579328067	1	1	1		0
Human Diseases	Cancer: overview	hsa05231	Choline metabolism in cancer	0/79	99/8790	0	0	-0.952866356632665	1	1	1		0
Human Diseases	Cancer: overview	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	0/79	90/8790	0	0	-0.908052376613147	1	1	1		0
Human Diseases	Immune disease	hsa05310	Asthma	0/79	28/8790	0	0	-0.504692280744699	1	1	1		0
Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	0/79	50/8790	0	0	-0.675271711868309	1	1	1		0
Human Diseases	Immune disease	hsa05321	Inflammatory bowel disease	0/79	63/8790	0	0	-0.7585549692838	1	1	1		0
Human Diseases	Immune disease	hsa05323	Rheumatoid arthritis	0/79	89/8790	0	0	-0.902941657930198	1	1	1		0
Human Diseases	Immune disease	hsa05330	Allograft rejection	0/79	35/8790	0	0	-0.564488655009512	1	1	1		0
Human Diseases	Immune disease	hsa05332	Graft-versus-host disease	0/79	38/8790	0	0	-0.588284512177098	1	1	1		0
Human Diseases	Immune disease	hsa05340	Primary immunodeficiency	0/79	37/8790	0	0	-0.580459159724405	1	1	1		0
