from	to	score
AGTR2	KNG1	0.000887
AGTR2	AGTR1	0.000982
RAD54L	CENPK	0.000415
RAD54L	H2AX	0.000417
RAD54L	DEPDC1	0.00043
RAD54L	XRCC5	0.000455
RAD54L	CENPI	0.00046
RAD54L	CENPN	0.000475
RAD54L	RUVBL2	0.000492
RAD54L	ZWINT	0.000532
RAD54L	HMMR	0.000532
RAD54L	PTTG1	0.000537
RAD54L	LIG4	0.000554
RAD54L	KIF18B	0.000555
RAD54L	CCNA2	0.000589
RAD54L	KIF4A	0.000599
RAD54L	KIFC1	0.000615
RAD54L	HJURP	0.000616
RAD54L	GTSE1	0.000619
RAD54L	NUSAP1	0.00063
RAD54L	PBK	0.000647
RAD54L	KIF20A	0.000662
RAD54L	CDC20	0.000685
RAD54L	TOP2A	0.000687
RAD54L	KIF2C	0.000691
RAD54L	CDCA3	0.000698
RAD54L	CHEK2	0.000722
RAD54L	MCM10	0.000734
RAD54L	CDCA8	0.000761
RAD54L	CDK1	0.00078
RAD54L	BRCA2	0.000782
RAD54L	BRCA1	0.000796
RAD54L	CHEK1	0.000797
RAD54L	CDC45	0.000856
RAD54L	RAD51	0.000992
KIF2C	H3-2	0.000414
KIF2C	BDKRB2	0.000424
KIF2C	CENPT	0.000436
KIF2C	CENPK	0.00049
KIF2C	DIAPH3	0.000515
KIF2C	BORA	0.000517
KIF2C	MYC	0.000581
KIF2C	PTTG2	0.000601
KIF2C	MCM10	0.000611
KIF2C	CENPI	0.000625
KIF2C	RAD51	0.000663
KIF2C	FAM83D	0.000668
KIF2C	BRCA1	0.000706
KIF2C	CENPN	0.000727
KIF2C	CHEK1	0.000738
KIF2C	GTSE1	0.000754
KIF2C	CENPB	0.000768
KIF2C	ZWINT	0.000827
KIF2C	DEPDC1	0.00083
KIF2C	HMMR	0.000868
KIF2C	PTTG1	0.000875
KIF2C	CDC45	0.000892
KIF2C	PBK	0.000909
KIF2C	CDCA3	0.00093
KIF2C	KIFC1	0.000932
KIF2C	TOP2A	0.000937
KIF2C	HJURP	0.000938
KIF2C	NUSAP1	0.000943
KIF2C	KIF4A	0.000947
KIF2C	CCNA2	0.000949
KIF2C	CDK1	0.000972
KIF2C	KIF20A	0.000973
KIF2C	CDCA8	0.000977
KIF2C	KIF18B	0.000983
KIF2C	CDC20	0.000995
CDC20	RUVBL2	0.000411
CDC20	CAMK2A	0.000414
CDC20	BORA	0.00042
CDC20	ACTB	0.000423
CDC20	ANXA1	0.000436
CDC20	H2AX	0.000446
CDC20	SRC	0.000457
CDC20	HRAS	0.000465
CDC20	GAPDH	0.000474
CDC20	CHEK2	0.000519
CDC20	H3-2	0.000535
CDC20	MYC	0.000581
CDC20	CENPP	0.000615
CDC20	FAM83D	0.000659
CDC20	CENPT	0.000689
CDC20	MCM10	0.000691
CDC20	GTSE1	0.000711
CDC20	BRCA2	0.000712
CDC20	DEPDC1	0.000761
CDC20	BRCA1	0.000766
CDC20	CHEK1	0.000771
CDC20	CENPK	0.00078
CDC20	KIF18B	0.000792
CDC20	CENPI	0.000802
CDC20	CCNL2	0.000813
CDC20	CENPN	0.000837
CDC20	RAD51	0.000844
CDC20	CDKN1A	0.000853
CDC20	HMMR	0.000882
CDC20	KIFC1	0.000915
CDC20	HJURP	0.000925
CDC20	KIF4A	0.000941
CDC20	CDC45	0.000946
CDC20	NUSAP1	0.000946
CDC20	PBK	0.000959
CDC20	ZWINT	0.000968
CDC20	TOP2A	0.00098
CDC20	CDCA3	0.000981
CDC20	KIF20A	0.000981
CDC20	CDCA8	0.000992
CDC20	PTTG2	0.000994
CDC20	PTTG1	0.000999
CDC20	CCNA2	0.000999
CDC20	CDK1	0.000999
IL1RAPL2	IL1F10	0.000589
EDN2	MLN	4e-04
EDN2	NPS	4e-04
EDN2	NMS	0.000421
EDN2	NMB	0.000441
EDN2	TRPV1	0.00045
EDN2	CYSLTR1	0.000499
EDN2	BTK	0.000499
EDN2	GRK5	0.000499
EDN2	PLCB3	0.00051
EDN2	TRHR	0.000511
EDN2	GRPR	0.000513
EDN2	BDKRB2	0.000513
EDN2	KNG1	0.000543
EDN2	NPSR1	0.000584
EDN2	CHRM2	0.00065
EDN2	FFAR2	0.00065
EDN2	GABBR1	0.00065
EDN2	AGTR1	0.000704
EDN2	EDN1	0.00095
CITED4	CITED2	0.000642
CITED4	TFAP2B	0.000654
CITED4	TFAP2A	0.000905
BEX1	ESR1	0.00041
BEX1	BCL2	0.000455
BEX1	LDB1	0.000868
CENPI	TOP2A	0.000408
CENPI	SOX6	0.000411
CENPI	DIAPH3	0.000413
CENPI	CNP	0.000419
CENPI	CCNA2	0.000438
CENPI	HMMR	0.000446
CENPI	CDCA3	0.000454
CENPI	DEPDC1	0.000469
CENPI	NUSAP1	0.000476
CENPI	RAD51	0.000486
CENPI	CDC45	0.000516
CENPI	H3-2	0.000521
CENPI	GTSE1	0.000529
CENPI	KIFC1	0.000539
CENPI	MCM10	0.000567
CENPI	KIF20A	0.000577
CENPI	PBK	0.000586
CENPI	KIF18B	0.000604
CENPI	BRCA1	0.000626
CENPI	KIF4A	0.000655
CENPI	ZWINT	0.00071
CENPI	H2AC6	0.000801
CENPI	H2BC6	0.00081
CENPI	H2BC8	0.000811
CENPI	H2BC10	0.000811
CENPI	H4C15	0.000816
CENPI	H4C14	0.000816
CENPI	H4C1	0.000816
CENPI	H4C12	0.000816
CENPI	H4C8	0.000816
CENPI	H4-16	0.000816
CENPI	H4C4	0.000817
CENPI	H4C3	0.000817
CENPI	H4C5	0.000817
CENPI	H4C2	0.000818
CENPI	H4C9	0.000818
CENPI	H4C13	0.000822
CENPI	CDCA8	0.000825
CENPI	CDK1	0.000828
CENPI	HJURP	0.000865
CENPI	CENPB	0.000885
CENPI	CENPX	0.000996
CENPI	CENPT	0.000999
CENPI	CENPN	0.000999
CENPI	CENPP	0.000999
CENPI	CENPK	0.000999
GUCA1A-2	GRK5	0.000432
GUCA1A-2	CASK	0.000443
GUCA1A-2	PDC	0.000482
GUCA1A-2	CNGA1	0.000501
GUCA1A-2	AIPL1	0.000513
GUCA1A-2	SAG	0.000612
POU3F1	LHX2	0.000405
POU3F1	PAX6	0.000408
POU3F1	OTX2	0.000582
POU3F1	ZIC2	0.000636
POU3F1	SOX10	0.000924
EPHA10	EPHB1	0.000669
EPHA10	EFNB2	0.000954
CDCA8	H2AX	0.000415
CDCA8	MTFR2	0.000427
CDCA8	CENPB	0.000459
CDCA8	GAPDH	0.000467
CDCA8	CENPT	0.000474
CDCA8	DIAPH3	0.000479
CDCA8	CCNL2	0.000529
CDCA8	CENPP	0.000543
CDCA8	CENPK	0.000619
CDCA8	BORA	0.000619
CDCA8	CHEK1	0.000626
CDCA8	GTSE1	0.000643
CDCA8	FAM83D	0.000669
CDCA8	MCM10	0.000681
CDCA8	CENPN	0.000706
CDCA8	DEPDC1	0.000772
CDCA8	ZWINT	0.00078
CDCA8	PTTG2	0.000781
CDCA8	RAD51	0.000795
CDCA8	H3-2	0.000836
CDCA8	KIF18B	0.000838
CDCA8	KIFC1	0.000844
CDCA8	HMMR	0.000864
CDCA8	PTTG1	0.000893
CDCA8	PBK	0.000912
CDCA8	TOP2A	0.00092
CDCA8	HJURP	0.000923
CDCA8	KIF4A	0.000932
CDCA8	CDC45	0.000935
CDCA8	NUSAP1	0.000949
CDCA8	CCNA2	0.000952
CDCA8	CDCA3	0.000975
CDCA8	KIF20A	0.00098
CDCA8	CDK1	0.00099
GRIK3	GAD2	0.000417
GRIK3	NRXN1	0.000425
GRIK3	GABRG2	0.000431
GRIK3	GABRG3	0.000439
GRIK3	GABRA1	0.000472
GRIK3	GNB1	0.000503
GRIK3	GNGT2	0.00051
GRIK3	GNG10	0.00051
GRIK3	GNG4	0.000523
GRIK3	PLCB3	0.000536
GRIK3	GNG7	0.000557
GRIK3	CACNA1I	0.000591
GRIK3	DLG4	0.000685
GRIK3	GRIN2B	0.000711
GRIK3	GRIA1	0.000822
GRIK3	GRIK2	0.000985
TBX22	ADAMTS20	0.000411
TBX22	MEIS2	0.000437
TBX22	GRIK2	0.00044
TBX22	FOXE1	0.00045
TBX22	FGFR1	0.000456
TBX22	OSR2	0.000458
TBX22	SHOX2	0.000565
TBX22	MSX1	0.000641
CYSLTR1	TRHR	4e-04
CYSLTR1	AGTR1	0.00042
CYSLTR1	QRFPR	0.000425
CYSLTR1	CASR	0.000427
CYSLTR1	FFAR2	0.000432
CYSLTR1	ADRA1A	0.000432
CYSLTR1	BDKRB2	0.000433
CYSLTR1	NPSR1	0.000434
CYSLTR1	H4C14	0.000435
CYSLTR1	CCKBR	0.000437
CYSLTR1	LPAR2	0.000443
CYSLTR1	GRPR	0.000469
CYSLTR1	NMS	0.000499
CYSLTR1	QRFP	0.000499
CYSLTR1	NPS	0.000499
CYSLTR1	SAA1	0.000499
CYSLTR1	TAC3	0.000499
CYSLTR1	GCGR	5e-04
CYSLTR1	MLN	5e-04
CYSLTR1	CCL23	0.000501
CYSLTR1	NMB	0.000507
CYSLTR1	AVP	0.000512
CYSLTR1	LPAR1	0.000519
CYSLTR1	CCK	0.000521
CYSLTR1	GRK5	0.000529
CYSLTR1	GNG4	0.000541
CYSLTR1	GNG10	0.000541
CYSLTR1	GCG	0.000541
CYSLTR1	GNGT2	0.000548
CYSLTR1	PLCB3	0.000558
CYSLTR1	ANXA1	0.000564
CYSLTR1	GNB1	0.00057
CYSLTR1	GNG7	0.000586
CYSLTR1	EDN1	0.000599
CYSLTR1	KNG1	6e-04
CYSLTR1	BTK	0.000608
MAFB	UCN3	0.000462
MAFB	DLX5	0.000477
MAFB	NFATC1	0.000479
MAFB	FOXA2	0.000489
MAFB	H2BC9	0.000499
MAFB	SATB2	0.000499
MAFB	H2BU1	0.000499
MAFB	H2BC14	0.000499
MAFB	H2BC3	0.000499
MAFB	H2AX	0.000499
MAFB	H2BC13	0.000499
MAFB	H2BS1	0.000499
MAFB	PTF1A	0.000499
MAFB	H2BC15	0.000499
MAFB	H2BC11	0.000499
MAFB	H2BC17	0.000499
MAFB	H2AJ	0.000501
MAFB	H2AC6	0.000507
MAFB	H2AB1	0.000514
MAFB	FOXE1	0.000563
MAFB	GCG	0.000572
MAFB	NKX2-2	0.000623
MAFB	PAX6	0.000695
MAFB	CTCF	0.000857
UGT1A5	KL	0.00066
MARCKSL1	GAP43	0.000547
MARCKSL1	MARCKS	0.000941
PHKA1	PPP1R3E	0.000655
PHKA1	PRKACG	0.000668
PHKA1	PHKA2	0.000955
PHKA1	PHKG2	0.000999
SRC	ITPR3	0.000425
SRC	CAMK2B	0.000447
SRC	TFAP2A	0.000454
SRC	HOXC11	0.000455
SRC	CCK	0.000462
SRC	CAMK2A	0.000483
SRC	H3-2	0.000486
SRC	RASGRF1	0.000486
SRC	GNG7	0.000499
SRC	GNG10	0.000499
SRC	NPS	0.000499
SRC	NPW	0.000499
SRC	NPY5R	0.000499
SRC	NMS	0.000499
SRC	GJA5	0.000501
SRC	RLN3	0.000505
SRC	CORT	0.000508
SRC	TH	0.000518
SRC	GNGT2	0.000518
SRC	GNG4	0.000518
SRC	NPSR1	0.000519
SRC	CCL23	0.000523
SRC	FSHB	0.000526
SRC	CHRM2	0.000529
SRC	ADM2	0.00053
SRC	ADRA2C	0.00053
SRC	SSTR3	0.000533
SRC	DRD3	0.000535
SRC	CCKBR	0.000535
SRC	CHRM4	0.000535
SRC	RARG	0.000542
SRC	GCGR	0.000547
SRC	SAA1	0.00055
SRC	APLNR	0.000556
SRC	CRHR1	0.000557
SRC	PDYN	0.000563
SRC	GHRH	0.000563
SRC	GAP43	0.000565
SRC	DRD1	0.000573
SRC	CIB1	0.000577
SRC	CCNL2	0.000578
SRC	GABBR1	0.000581
SRC	APLN	0.000582
SRC	AVP	0.000584
SRC	BDKRB2	0.000589
SRC	PENK	0.000596
SRC	CCNA2	0.000597
SRC	LPAR2	0.000603
SRC	NPY	0.000607
SRC	NFATC1	0.000611
SRC	GNB1	0.000613
SRC	MARCKS	0.000625
SRC	DIAPH3	0.00063
SRC	CASR	0.000637
SRC	LPAR1	0.000643
SRC	OPRM1	0.000654
SRC	YWHAZ	0.000655
SRC	GCG	0.000657
SRC	CDK1	0.000659
SRC	BRCA1	0.00066
SRC	PTH	0.00066
SRC	POMC	0.00066
SRC	BCL2L1	0.000673
SRC	EDN1	0.000678
SRC	FGFR1	0.00068
SRC	BDNF	0.000688
SRC	CDKN1A	0.000697
SRC	GAPDH	0.000702
SRC	AGTR1	0.000704
SRC	EPHB1	0.000709
SRC	KNG1	0.000719
SRC	EFNB2	0.000746
SRC	ACTB	0.000774
SRC	ANXA1	0.000774
SRC	MYC	0.000805
SRC	BCL2	0.00086
SRC	PRKCA	0.000867
SRC	SAG	0.000877
SRC	GNAI1	0.000916
SRC	JAK2	0.000917
SRC	GRIN2B	0.000933
SRC	TRPV1	0.000934
SRC	GPER1	0.000948
SRC	FGFR2	0.000958
SRC	MAPK8	0.000959
SRC	PIK3CD	0.000967
SRC	PIK3CB	0.000967
SRC	PLCG2	0.000975
SRC	DLG4	0.000979
SRC	HRAS	0.000994
SRC	PIK3R1	0.000998
SRC	ESR1	0.000999
SRC	ARRB1	0.000999
SRC	CTNNB1	0.000999
GHRH	QRFP	0.000423
GHRH	RLN3	0.000426
GHRH	SSTR3	0.00043
GHRH	PRKCA	0.00043
GHRH	CORT	0.00046
GHRH	NPS	0.000466
GHRH	CASR	0.000468
GHRH	TH	0.00048
GHRH	ADM2	0.000501
GHRH	GNG4	0.000502
GHRH	GNGT2	0.000502
GHRH	GNG7	0.000502
GHRH	GNG10	0.000502
GHRH	CCK	0.000504
GHRH	GRPR	0.00052
GHRH	PIK3R1	0.00053
GHRH	PDYN	0.000605
GHRH	FSHB	0.000607
GHRH	MLN	0.000616
GHRH	CRHR1-2	0.000635
GHRH	AVP	0.000654
GHRH	CRHR1	0.000659
GHRH	GCGR	0.000662
GHRH	NPY	0.000809
GHRH	PTH	0.000853
GHRH	GNB1	0.000908
GHRH	POMC	0.000926
GHRH	GCG	0.000942
LHX2	TFAP2A	0.00041
LHX2	SOX10	0.000417
LHX2	HES5	0.000419
LHX2	BMP7	0.000437
LHX2	MEIS2	0.000438
LHX2	ZIC2	0.000445
LHX2	NKX2-2	0.000446
LHX2	DAP	0.000448
LHX2	DLX3	0.000453
LHX2	NFATC1	0.000493
LHX2	ATOH7	0.000509
LHX2	SP8	0.00052
LHX2	FEZF1	0.000554
LHX2	SATB2	0.000575
LHX2	PAX6	0.000576
LHX2	TBR1	0.000588
LHX2	DBX1	0.000622
LHX2	MSX1	0.00078
LHX2	ROBO1	0.000811
LHX2	CITED2	0.000895
LHX2	LDB1	0.000984
ATOH7	HES5	0.000403
ATOH7	MYC	0.000491
ATOH7	GAP43	0.000545
ATOH7	SIX1	0.000551
ATOH7	OTX2	0.000586
ATOH7	PAX6	0.000692
NKAIN1	RBFOX3	0.000824
CLPSL1	SHISAL2B	0.000434
CLPSL1	SMIM21	0.000447
CLPSL1	RD3L	0.000472
CLPSL1	C21orf62	0.000474
CLPSL1	C1orf167	0.000479
CLPSL1	C22orf42	0.000479
CLPSL1	CC2D2B	0.000479
CLPSL1	C12orf56	0.000512
CLPSL1	SMIM17	0.000515
CLPSL1	RNASE12	0.00057
ZWINT	BRCA1	0.000403
ZWINT	KIF18B	0.000413
ZWINT	GTSE1	0.000424
ZWINT	CENPP	0.000428
ZWINT	CENPB	0.000502
ZWINT	DEPDC1	0.000521
ZWINT	CDCA3	0.000548
ZWINT	KIFC1	0.000557
ZWINT	CENPT	0.000561
ZWINT	MCM10	0.000619
ZWINT	CENPK	0.000646
ZWINT	FAM83D	0.000651
ZWINT	CENPN	0.000666
ZWINT	CHEK1	0.000722
ZWINT	PTTG1	0.000725
ZWINT	RAD51	0.000736
ZWINT	HJURP	0.000773
ZWINT	PBK	0.000821
ZWINT	CDC45	0.000842
ZWINT	KIF4A	0.000848
ZWINT	TOP2A	0.000875
ZWINT	KIF20A	0.000887
ZWINT	HMMR	0.000891
ZWINT	CCNA2	0.000901
ZWINT	NUSAP1	0.000902
ZWINT	CDK1	0.00095
SLC18A3	CHRM4	0.000406
SLC18A3	BDNF	0.000418
SLC18A3	RBFOX3	0.000421
SLC18A3	NOS1	0.000481
SLC18A3	GAD2	0.000605
SLC18A3	NPY	0.000615
SLC18A3	TH	0.000785
RGS3	BDNF	0.000401
RGS3	GABRA2	0.000403
RGS3	NMS	0.000499
RGS3	SAA1	0.000499
RGS3	CASR	0.000499
RGS3	CCL23	0.000503
RGS3	LPAR2	0.000505
RGS3	KNG1	0.000508
RGS3	ANXA1	0.000513
RGS3	GNG10	0.000518
RGS3	LPAR1	0.000523
RGS3	GNG7	0.000524
RGS3	BDKRB2	0.00054
RGS3	GNG4	0.000556
RGS3	GNGT2	0.00056
RGS3	RGS5	0.000585
RGS3	RGS21	0.000603
RGS3	RGS13	0.000611
RGS3	RGS19	0.00064
RGS3	GNB1	0.000653
RGS3	RGS4	0.000659
RGS3	YWHAZ	0.000664
RGS3	GNAI1	0.000936
RGS3	EFNB2	0.000996
GNG10	GPSM3	0.000404
GNG10	GPSM2	0.00046
GNG10	GPSM1	0.000469
GNG10	NPS	0.000499
GNG10	SAA1	0.000499
GNG10	GCG	0.000499
GNG10	NMS	0.000499
GNG10	RLN3	0.000499
GNG10	GPER1	0.000499
GNG10	POMC	0.000499
GNG10	BTK	0.000507
GNG10	PDYN	0.000509
GNG10	CCL23	0.00051
GNG10	ESR1	0.000513
GNG10	AVP	0.000513
GNG10	ITPR3	0.000516
GNG10	KNG1	0.000517
GNG10	RGS13	0.000518
GNG10	CASR	0.000518
GNG10	RGS21	0.000518
GNG10	RGS5	0.000518
GNG10	ITPR2	0.00052
GNG10	PDE6B	0.000521
GNG10	ANXA1	0.000528
GNG10	RGS4	0.00053
GNG10	GNG14	0.00054
GNG10	LPAR2	0.000541
GNG10	ADRA1A	0.000541
GNG10	ADRA2C	0.000541
GNG10	NPSR1	0.000541
GNG10	GNG7	0.00055
GNG10	OPN1MW	0.000557
GNG10	RGS19	0.000557
GNG10	BDKRB2	0.000557
GNG10	GCGR	0.000558
GNG10	GNG4	0.000579
GNG10	GRK5	0.000588
GNG10	AGTR1	0.000598
GNG10	PIK3CD	0.00065
GNG10	PLCG2	0.00065
GNG10	PRKACG	0.00065
GNG10	PIK3R1	0.00065
GNG10	HRAS	0.000652
GNG10	PLCB4	0.000655
GNG10	PRKCA	0.000667
GNG10	PRKCB	0.000668
GNG10	MAPK8	0.000668
GNG10	CACNA1F	0.000669
GNG10	PLCB3	0.000672
GNG10	PIK3CB	0.000678
GNG10	DRD3	0.000678
GNG10	OPRM1	0.000678
GNG10	GABBR1	0.00069
GNG10	RASGRF1	0.000692
GNG10	ADCY7	0.000696
GNG10	CHRM2	0.000703
GNG10	CHRM4	0.00071
GNG10	ADCY5	0.000715
GNG10	LPAR1	0.000724
GNG10	GNGT2	0.000728
GNG10	CACNA1A	0.00073
GNG10	ADCY3	0.000733
GNG10	APLNR	0.000908
GNG10	GNAI1	0.000912
GNG10	GNB1	0.000999
ITPR3	ACTB	0.000402
ITPR3	KNG1	0.000416
ITPR3	GAPDH	0.00042
ITPR3	BCL2L10	0.000442
ITPR3	TRPV1	0.000446
ITPR3	CASR	0.000451
ITPR3	CCNA2	0.000461
ITPR3	BRCA1	0.000501
ITPR3	GNG4	0.000516
ITPR3	GNGT2	0.000516
ITPR3	GNG7	0.000538
ITPR3	GNB1	0.000542
ITPR3	BDNF	0.000557
ITPR3	BDKRB2	0.000559
ITPR3	AKAP5	0.000578
ITPR3	CAMK2B	0.000583
ITPR3	CAMK2A	0.000595
ITPR3	BTK	0.000614
ITPR3	NOS1	0.000922
ITPR3	PRKCB	0.000923
ITPR3	PRKCA	0.000934
ITPR3	PLCB4	0.000939
ITPR3	BCL2L1	0.000942
ITPR3	PLCG2	0.000949
ITPR3	ITPR2	0.000953
ITPR3	PLCB3	0.000967
ITPR3	PRKACG	0.000968
ITPR3	BCL2	0.000993
NIPAL3	FAM131C	0.000526
KIF4A	CENPT	0.000424
KIF4A	H2BC3	0.000426
KIF4A	CENPK	0.00048
KIF4A	BORA	0.000482
KIF4A	DIAPH3	0.000503
KIF4A	PDE1A	0.000549
KIF4A	CHEK1	0.000631
KIF4A	CENPN	0.000657
KIF4A	GTSE1	0.000664
KIF4A	BRCA1	0.000677
KIF4A	MCM10	0.000706
KIF4A	BRCA2	0.000725
KIF4A	CDC45	0.00073
KIF4A	KIFC1	0.000776
KIF4A	PTTG1	0.000786
KIF4A	DEPDC1	0.000797
KIF4A	RAD51	0.000803
KIF4A	FAM83D	0.000828
KIF4A	HMMR	0.000877
KIF4A	CCNA2	0.000895
KIF4A	KIF18B	0.000901
KIF4A	CDK1	0.000911
KIF4A	TOP2A	0.000915
KIF4A	HJURP	0.000918
KIF4A	NUSAP1	0.000924
KIF4A	CDCA3	0.000927
KIF4A	PBK	0.000938
KIF4A	KIF20A	0.000992
LPAR1	GPSM2	0.000404
LPAR1	GPSM1	0.000416
LPAR1	GPSM3	0.000417
LPAR1	NPY	0.000422
LPAR1	CASR	0.000444
LPAR1	GPER1	0.000445
LPAR1	ARRB1	0.000461
LPAR1	DLG4	0.000489
LPAR1	EDN1	0.000493
LPAR1	BTK	0.000523
LPAR1	GRK5	0.00053
LPAR1	AGTR1	0.000537
LPAR1	BDKRB2	0.000547
LPAR1	GNG4	0.000563
LPAR1	RGS13	0.000569
LPAR1	RGS21	0.000573
LPAR1	PLCB3	0.000574
LPAR1	GNGT2	0.000584
LPAR1	RGS5	0.000595
LPAR1	RGS4	0.000605
LPAR1	RGS19	0.000608
LPAR1	AVP	0.000653
LPAR1	GNG7	0.000747
LPAR1	CHRM2	0.00091
LPAR1	GNB1	0.000937
LPAR1	LPAR2	0.000953
LPAR1	GNAI1	0.000997
GPSM3	PENK	4e-04
GPSM3	NPY5R	4e-04
GPSM3	NMS	4e-04
GPSM3	RLN3	4e-04
GPSM3	NPW	4e-04
GPSM3	GNG4	4e-04
GPSM3	BDKRB2	4e-04
GPSM3	CHRM2	4e-04
GPSM3	SAA1	4e-04
GPSM3	PDYN	4e-04
GPSM3	DRD3	4e-04
GPSM3	GPER1	0.000401
GPSM3	APLN	0.000401
GPSM3	APLNR	0.000401
GPSM3	OPRM1	0.000412
GPSM3	SSTR3	0.000413
GPSM3	POMC	0.000415
GPSM3	ANXA1	0.000416
GPSM3	KNG1	0.000416
GPSM3	CASR	0.000416
GPSM3	GNB1	0.000417
GPSM3	NPY	0.000417
GPSM3	ADRA2C	0.000418
GPSM3	CCL23	0.000424
GPSM3	GABBR1	0.000425
GPSM3	LPAR2	0.000428
GPSM3	CHRM4	0.000438
GPSM3	CORT	0.000476
GPSM3	GNG7	0.000485
GPSM3	PBX2	0.000488
GPSM3	GNGT2	0.000493
GPSM3	GPSM2	0.000521
GPSM3	GPSM1	0.000599
GPSM3	GNAI1	0.000769
PBX2	ACTB	0.000416
PBX2	HOXC11	0.000472
PBX2	HOXD13	0.000511
PBX2	EMX2	0.000523
PBX2	HOXC4	0.000616
PBX2	HOXC9	0.000791
PBX2	MEIS2	0.000964
FOXE1	TFAP2A	0.000419
FOXE1	MBIP	0.000476
FOXE1	OSR2	0.000545
FOXE1	FGFR2	0.000576
FOXE1	SATB2	0.000609
FOXE1	MSX1	0.000625
CENPP	PBK	0.000401
CENPP	CENPB	0.000526
CENPP	CDK1	0.000554
CENPP	HJURP	0.000681
CENPP	H2BC10	0.000802
CENPP	H2BC6	0.000802
CENPP	H2BC8	0.000802
CENPP	H2AC6	0.000802
CENPP	H4-16	0.000806
CENPP	H4C9	0.000806
CENPP	H4C8	0.000806
CENPP	H4C5	0.000806
CENPP	H4C1	0.000806
CENPP	H4C12	0.000806
CENPP	H4C4	0.000806
CENPP	H4C3	0.000806
CENPP	H4C15	0.000806
CENPP	H4C14	0.000806
CENPP	H4C13	0.000807
CENPP	H4C2	0.000808
CENPP	CENPX	0.00099
CENPP	CENPT	0.000997
CENPP	CENPK	0.000998
CENPP	CENPN	0.000999
FAM131C	C22orf42	0.00048
FAM131C	HR	0.000523
FAM131C	PRAMEF18	0.000582
FAM131C	TMEM82	0.000654
BCL2L1	CASP14	0.000412
BCL2L1	PIK3CD	0.000415
BCL2L1	PRKCA	0.000418
BCL2L1	HRAS	0.000421
BCL2L1	DCX	0.000435
BCL2L1	GABARAPL1	0.000439
BCL2L1	H2AX	0.000442
BCL2L1	BRCA1	0.000448
BCL2L1	CHEK2	0.000474
BCL2L1	H3-2	0.000489
BCL2L1	BTK	0.000492
BCL2L1	CCK	0.000507
BCL2L1	BDNF	0.000512
BCL2L1	ESR1	0.000578
BCL2L1	CCNA2	0.000584
BCL2L1	CCNL2	0.000596
BCL2L1	CHEK1	0.000616
BCL2L1	CDK1	0.000703
BCL2L1	CDKN1A	0.000704
BCL2L1	GAPDH	0.000752
BCL2L1	JAK2	0.000763
BCL2L1	CTNNB1	0.000766
BCL2L1	ACTB	0.000784
BCL2L1	MYC	0.000863
BCL2L1	BCL2L10	0.000905
BCL2L1	MAPK8	0.000986
BCL2L1	BCL2	0.000999
BCL2L1	BAD	0.000999
GAD2	SATB2	0.000408
GAD2	DLX6	0.000416
GAD2	NOS1	0.000417
GAD2	GAPDH	0.000425
GAD2	OPRM1	0.00043
GAD2	GRIK2	0.000441
GAD2	GABRG3	0.000443
GAD2	LHX1	0.000444
GAD2	ACTB	0.000445
GAD2	POMC	0.000453
GAD2	DRD1	0.000454
GAD2	GCG	0.000459
GAD2	DCX	0.000467
GAD2	GABRD	0.000468
GAD2	PENK	0.000477
GAD2	PDYN	0.000481
GAD2	NRXN1	0.000517
GAD2	CCK	0.000526
GAD2	GABRA2	0.000537
GAD2	GABRA5	0.00054
GAD2	PAX6	0.000551
GAD2	CAMK2A	0.000578
GAD2	GABRG2	0.000588
GAD2	TBR1	6e-04
GAD2	GRIN2B	0.000605
GAD2	GAP43	0.000616
GAD2	DLX5	0.000627
GAD2	GABRA1	0.000633
GAD2	GRIA1	0.000645
GAD2	NPY	0.000648
GAD2	GABBR1	0.000665
GAD2	RBFOX3	0.000689
GAD2	TH	0.000693
GAD2	DLG4	0.00073
GAD2	BDNF	0.000739
CACNA1F	CNGA1	0.00042
CACNA1F	AIPL1	0.000467
CACNA1F	DLG4	0.000537
CACNA1F	OPN1MW	0.000612
CACNA1F	CACNA1A	0.000634
CACNA1F	GNB1	0.000651
CACNA1F	GNG7	0.000655
CACNA1F	GNAI1	0.000658
CACNA1F	GNG4	0.000661
CACNA1F	CACNA1I	0.000663
CACNA1F	RASGRF1	0.000679
CACNA1F	CAMK2B	0.000685
CACNA1F	PDE6B	0.000704
CACNA1F	CAMK2A	0.000704
CACNA1F	GNGT2	0.000753
CACNA1F	PRKCB	0.000902
CACNA1F	PRKACG	0.000914
CACNA1F	PRKCA	0.000926
ZIC2	TFAP2A	4e-04
ZIC2	PAX3	0.000416
ZIC2	FOXH1	0.000467
ZIC2	PAX6	0.000494
ZIC2	HOXD13	0.000523
ZIC2	LHX1	0.000566
ZIC2	TCF7L2	0.000566
ZIC2	EFNB2	0.000602
ZIC2	CTNNB1	0.000617
ZIC2	OTX2	0.000684
ZIC2	FOXA2	0.000753
ZIC2	EPHB1	0.000839
PTF1A	TFAP2A	0.000429
PTF1A	MYC	0.000543
PTF1A	GATA4	0.000549
PTF1A	LHX1	0.000556
PTF1A	OTX2	0.00059
PTF1A	FOXA2	0.000594
PTF1A	PAX6	0.000645
PTF1A	NKX2-2	0.000717
PTF1A	GCG	0.000734
PTF1A	HNF1A	0.000801
NMS	ANXA1	4e-04
NMS	EDN1	4e-04
NMS	SAA1	4e-04
NMS	GPSM2	4e-04
