from	to	score
MAD2L1	CLPTM1L	0.000496
MAD2L1	BORA	0.000499
MAD2L1	KIF18B	0.000501
MAD2L1	DYNC1I1	0.000502
MAD2L1	PTTG2	0.000516
MAD2L1	HJURP	0.000517
MAD2L1	CDCA2	0.000517
MAD2L1	H2AZ2	0.000519
MAD2L1	BRCA1	0.000522
MAD2L1	MKI67	0.000523
MAD2L1	RAD54L	0.00053
MAD2L1	PRKDC	0.000548
MAD2L1	SKA3	0.000555
MAD2L1	DEPDC1	0.000583
MAD2L1	ORC1	0.000594
MAD2L1	WDHD1	0.000599
MAD2L1	KIF14	0.000602
MAD2L1	CENPP	0.000616
MAD2L1	CENPT	0.000637
MAD2L1	CDC25C	0.000639
MAD2L1	KIF15	0.000654
MAD2L1	CENPW	0.000672
MAD2L1	FEN1	0.000682
MAD2L1	FANCI	0.000693
MAD2L1	FOXM1	0.00071
MAD2L1	CENPQ	0.000711
MAD2L1	CHEK2	0.000712
MAD2L1	SHCBP1	0.000712
MAD2L1	CDCA3	0.000722
MAD2L1	KIF4A	0.000726
MAD2L1	CEP55	0.00073
MAD2L1	CENPL	0.000736
MAD2L1	SPAG5	0.000745
MAD2L1	SMC4	0.000763
MAD2L1	PCLAF	0.000774
MAD2L1	KIFC1	0.000779
MAD2L1	RAD51	0.000796
MAD2L1	MCM10	0.000798
MAD2L1	EXO1	8e-04
MAD2L1	TACC3	8e-04
MAD2L1	HMMR	0.000801
MAD2L1	ASPM	0.000812
MAD2L1	KNL1	0.000815
MAD2L1	NUSAP1	0.000847
MAD2L1	CENPK	0.000848
MAD2L1	CDC45	0.000862
MAD2L1	TPX2	0.000863
MAD2L1	CENPA	0.000865
MAD2L1	RRM2	0.000883
MAD2L1	SGO2	0.000883
MAD2L1	TOP2A	0.00089
MAD2L1	PTTG1	0.000891
MAD2L1	CENPN	0.000899
MAD2L1	ZWINT	0.000899
MAD2L1	CENPI	9e-04
MAD2L1	TYMS	9e-04
MAD2L1	KIF20A	0.000913
MAD2L1	CENPF	0.000915
MAD2L1	KIF2C	0.000927
MAD2L1	CHEK1	0.000927
MAD2L1	UBE2C	0.000929
MAD2L1	AURKB	0.00093
MAD2L1	PLK1	0.000933
MAD2L1	ERCC6L	0.000933
MAD2L1	CDCA8	0.000935
MAD2L1	MELK	0.000946
MAD2L1	PBK	0.000952
MAD2L1	BIRC5	0.000981
MAD2L1	CCNA2	0.000988
MAD2L1	CDK1	0.000992
MAD2L1	TTK	0.000995
MAD2L1	NEK2	0.000999
MAD2L1	BUB1	0.000999
MAD2L1	CDC20	0.000999
F2RL2	CYSLTR1	4e-04
F2RL2	UTS2R	4e-04
F2RL2	PROKR1	4e-04
F2RL2	BRS3	4e-04
F2RL2	TRHR	0.000406
F2RL2	NPSR1	0.000407
F2RL2	GRPR	0.000408
F2RL2	AGTR1	0.000417
F2RL2	NMUR1	0.00042
F2RL2	BDKRB2	0.000428
F2RL2	GHRL	0.000499
F2RL2	PLCB3	0.000499
F2RL2	NMB	0.000499
F2RL2	GNG8	0.000499
F2RL2	GNB1	0.000499
F2RL2	NMS	0.000499
F2RL2	TRH	0.000499
F2RL2	GNB2	0.000499
F2RL2	GNG10	0.000499
F2RL2	MLN	0.000499
F2RL2	NPS	0.000499
F2RL2	GRK5	5e-04
F2RL2	GRK2	5e-04
F2RL2	ARHGEF25	5e-04
F2RL2	GNG12	0.000502
F2RL2	UTS2B	0.000505
F2RL2	AGT	0.00051
F2RL2	ARRB1	0.000514
F2RL2	AGTR2	0.000518
F2RL2	BTK	0.000522
F2RL2	GNG2	0.000522
F2RL2	PLCB1	0.000526
F2RL2	GNGT2	0.000526
F2RL2	GNG4	0.000527
F2RL2	TRIO	0.000531
F2RL2	GNG5	0.00054
F2RL2	GNG7	0.000565
F2RL2	KNG1	0.000569
FOXQ1	FEN1	0.000439
FOXQ1	EFNB2	0.000444
FOXQ1	MESP2	0.000445
FOXQ1	PITX2	0.00048
FOXQ1	CTNNB1	0.000566
NPM1	ATR	0.000405
NPM1	H2AZ2	0.000416
NPM1	KIF20A	0.000419
NPM1	PRKDC	0.000421
NPM1	RAD51	0.000426
NPM1	XRCC5	0.00043
NPM1	RUNX2	0.000432
NPM1	CCNA2	0.000441
NPM1	SOX2	0.000451
NPM1	H3-2	0.000472
NPM1	NEK2	0.000481
NPM1	H3C13	0.000482
NPM1	CTNNB1	0.000515
NPM1	CENPX	0.000517
NPM1	HRAS	0.000519
NPM1	XRCC6	0.000524
NPM1	CDK1	0.000525
NPM1	CENPP	0.000526
NPM1	TERT	0.000527
NPM1	CENPL	0.000528
NPM1	TOP2A	0.000529
NPM1	EEF2	0.000538
NPM1	FGFR2	0.000541
NPM1	FGFR1	0.000543
NPM1	CENPQ	0.000553
NPM1	CENPN	0.000555
NPM1	MKI67	0.000557
NPM1	FGFR3	0.000563
NPM1	FOXM1	0.000564
NPM1	KNL1	0.000567
NPM1	H3-4	0.000584
NPM1	ACTB	0.000588
NPM1	MIS18BP1	0.000592
NPM1	CENPT	0.000595
NPM1	CENPK	0.000608
NPM1	DEK	0.000612
NPM1	H2AX	0.000612
NPM1	CENPI	0.000621
NPM1	JAK2	0.000644
NPM1	CENPW	0.000649
NPM1	H2AC18	0.000652
NPM1	CASP3	0.000656
NPM1	SRC	0.000658
NPM1	BCL2	0.00066
NPM1	CDKN1A	0.000666
NPM1	H3C12	0.000667
NPM1	AURKB	0.000682
NPM1	FN1	0.000693
NPM1	H1-2	0.000694
NPM1	GNAS	7e-04
NPM1	H2AC20	0.000736
NPM1	YWHAZ	0.000745
NPM1	ESR1	0.000749
NPM1	EBNA1BP2	0.000767
NPM1	BRCA1	0.000773
NPM1	PIK3R1	0.000782
NPM1	GAPDH	0.000802
NPM1	HSP90AA1	0.000804
NPM1	GNL3	0.000813
NPM1	H4C7	0.000823
NPM1	H2BC21	0.000829
NPM1	NRAS	0.000832
NPM1	TFAP2A	0.000856
NPM1	BRCA2	0.000856
NPM1	RUVBL1	0.000862
NPM1	MYC	0.000896
NPM1	NOP2	0.000924
NPM1	CENPA	0.000953
NPM1	PARP1	0.00097
NPM1	CTCF	0.000975
NPM1	HJURP	0.000983
IL22RA2	FN1	0.000415
IL22RA2	PRL	0.00065
IL22RA2	IFNW1	0.000652
IL22RA2	IL20	0.000658
IL22RA2	LEP	0.000664
IL22RA2	JAK2	0.000695
IL22RA2	IL17D	0.000727
IL22RA2	IL24	0.000858
IL22RA2	IL19	0.000863
IL22RA2	IFNL3	0.000902
SHH	DLX6	4e-04
SHH	TERT	4e-04
SHH	NR2F1	0.000402
SHH	FOXC1	0.000404
SHH	PRKCD	0.000405
SHH	TUBB3	0.000408
SHH	FOXM1	0.000408
SHH	GAD1	0.000414
SHH	SRC	0.000421
SHH	DLX3	0.000421
SHH	CALB2	0.000423
SHH	SIX6	0.00043
SHH	CORT	0.000431
SHH	POU3F2	0.000436
SHH	SOX3	0.00044
SHH	MEIS2	0.000441
SHH	OSR2	0.000442
SHH	CDKN1A	0.000443
SHH	BCL11B	0.000443
SHH	GATA4	0.00045
SHH	DCX	0.000453
SHH	EFNB2	0.000457
SHH	LHX1	0.000458
SHH	SAG	0.000459
SHH	H3-4	0.00046
SHH	SIX1	0.000462
SHH	NGF	0.000463
SHH	H3-2	0.000468
SHH	H3C13	0.000468
SHH	OTP	0.000473
SHH	H3C12	0.000479
SHH	ASPM	0.00048
SHH	EYA1	0.00048
SHH	OTX1	0.000481
SHH	CALML3	0.000485
SHH	TBX4	0.000498
SHH	PTF1A	0.000503
SHH	ATOH7	0.000505
SHH	HES5	0.000507
SHH	RBFOX3	0.000522
SHH	TBX5	0.000523
SHH	PRKACB	0.000525
SHH	PRKACG	0.000526
SHH	PRKACA	0.000529
SHH	TBR1	0.000531
SHH	BCL2	0.000532
SHH	DLX1	0.000534
SHH	IRX3	0.000545
SHH	HNF4A	0.000552
SHH	ACTB	0.000552
SHH	GRK2	0.000567
SHH	GSX2	0.000572
SHH	HAND2	0.000574
SHH	LHX2	0.000581
SHH	SOX1	0.000583
SHH	GAPDH	0.000586
SHH	TBX1	0.000588
SHH	SOX10	0.000588
SHH	DBX1	0.000593
SHH	TH	0.000594
SHH	NKX3-2	0.000597
SHH	LEFTY2	0.000603
SHH	SP8	0.000608
SHH	MGMT	0.000609
SHH	PAX9	0.000612
SHH	PAX3	0.000614
SHH	PAX2	0.00062
SHH	FOXJ1	0.000624
SHH	FGFR3	0.000633
SHH	NEUROG2	0.000634
SHH	EMX2	0.000646
SHH	MYC	0.000651
SHH	ESR1	0.000652
SHH	DLX5	0.000655
SHH	FOXH1	0.000657
SHH	RUNX2	0.000659
SHH	FGFR1	0.000682
SHH	NKX2-1	0.000689
SHH	CASP3	7e-04
SHH	GBX2	0.000701
SHH	NES	0.000703
SHH	FN1	0.000716
SHH	FGFR2	0.000717
SHH	BDNF	0.000725
SHH	NEUROG1	0.000734
SHH	OLIG2	0.000734
SHH	OTX2	0.00074
SHH	FOXG1	0.000757
SHH	BMP7	0.000777
SHH	PITX2	0.000779
SHH	MSX1	0.000783
SHH	NKX2-2	0.000821
SHH	SOX2	0.000824
SHH	PAX6	0.000829
SHH	FGF17	0.000853
SHH	ZIC2	0.000864
SHH	HOXD13	0.00087
SHH	CTNNB1	0.00087
SHH	FGF8	0.000954
SHH	FOXA2	0.000956
RGS20	GRK1	0.000417
RGS20	OPRM1	0.000431
RGS20	SAG	0.000465
RGS20	ARRB1	0.000472
RGS20	CHRM2	0.000498
RGS20	GNG5	0.000518
RGS20	GNG8	0.000524
RGS20	GNG10	0.000536
RGS20	RGS16	0.000536
RGS20	GNG2	0.000537
RGS20	RGS10	0.000538
RGS20	GNG4	0.00054
RGS20	RGS5	0.000541
RGS20	GNGT2	0.000545
RGS20	OTX1	0.000546
RGS20	GNG12	0.000548
RGS20	RGS13	0.00056
RGS20	RGS21	0.000566
RGS20	RGS4	0.000591
RGS20	ADRA2C	0.000592
RGS20	RGS1	0.000606
RGS20	GNB2	0.000652
RGS20	RGS3	0.000655
RGS20	GNB1	0.000658
RGS20	ARHGEF25	0.000667
RGS20	RGS19	0.000683
RGS20	GNG7	0.000691
RGS20	GRK2	0.000769
RGS20	GNAI1	0.000789
ADCY1	CCKBR	0.000464
ADCY1	OPRM1	0.000485
ADCY1	AVP	0.000504
ADCY1	RLN3	0.000536
ADCY1	GCGR	0.000543
ADCY1	ADORA2B	0.000547
ADCY1	ADCY6	0.000556
ADCY1	GCG	0.00056
ADCY1	ADCY4	0.000568
ADCY1	ADCY5	0.000595
ADCY1	ADRA2C	0.000617
ADCY1	PLCB1	0.00065
ADCY1	GNG8	0.000653
ADCY1	GNG5	0.000653
ADCY1	GNG10	0.000661
ADCY1	GNGT2	0.00067
ADCY1	PDE6G	0.000687
ADCY1	GNG12	0.00069
ADCY1	GNG4	0.000696
ADCY1	PRKCB	0.000715
ADCY1	ADCY2	0.000715
ADCY1	ADCY7	0.000718
ADCY1	PDE6C	0.000719
ADCY1	PDE6B	0.000724
ADCY1	PDE1C	0.000726
ADCY1	PDE1A	0.000754
ADCY1	CAMK2A	0.000764
ADCY1	CAMK2B	0.00077
ADCY1	GNAI1	0.000798
ADCY1	PRKCA	0.000801
ADCY1	GNB2	0.000803
ADCY1	GNG7	0.00081
ADCY1	GNG2	0.000819
ADCY1	GNB1	0.000886
ADCY1	ADCY3	0.00091
ADCY1	CNR1	0.000912
ADCY1	PRKCD	0.000915
ADCY1	PRKACA	0.000948
ADCY1	PRKACB	0.000949
ADCY1	PRKACG	0.000963
ADCY1	CALML3	0.000974
ADCY1	GNAS	0.000979
ORC5	TYMS	0.000401
ORC5	RAD51	0.000419
ORC5	EXO1	0.000423
ORC5	FEN1	0.000472
ORC5	H2AC14	0.000511
ORC5	H2AB1	0.000511
ORC5	H2AC8	0.000511
ORC5	H2AJ	0.000511
ORC5	H2AC7	0.000512
ORC5	H2AX	0.000529
ORC5	H2BU1	0.000533
ORC5	H2BC14	0.000533
ORC5	H2BC3	0.000533
ORC5	H2BC13	0.000533
ORC5	H2BS1	0.000533
ORC5	H2BC15	0.000533
ORC5	H2BC12	0.000533
ORC5	H2BC11	0.000533
ORC5	H2BC4	0.000533
ORC5	H2BC9	0.000534
ORC5	H2BC17	0.000545
ORC5	H2AC6	0.000551
ORC5	H2AZ2	0.000561
ORC5	H2AC20	0.00057
ORC5	H2AC18	0.000575
ORC5	H2BC21	0.000591
ORC5	H3C13	0.000628
ORC5	H3C12	0.000631
ORC5	ATR	0.000643
ORC5	CDK1	0.000665
ORC5	CCNA2	0.000686
ORC5	WDHD1	0.000716
ORC5	CHEK1	0.000735
ORC5	CDC25C	8e-04
ORC5	MCM10	0.000856
ORC5	PIF1	0.000915
ORC5	CDC45	0.000974
ORC5	ORC1	0.000999
MELK	PIF1	0.000403
MELK	BORA	0.00041
MELK	E2F1	0.000418
MELK	ESR1	0.000429
MELK	SGO2	0.000465
MELK	MTFR2	0.000477
MELK	KNL1	0.000477
MELK	BRCA1	0.000509
MELK	ORC1	0.000535
MELK	HASPIN	0.000548
MELK	WDHD1	0.000569
MELK	FEN1	0.00059
MELK	DIAPH3	0.000605
MELK	FAM83D	0.000606
MELK	FANCI	0.000615
MELK	CENPW	0.000618
MELK	SMC4	0.000646
MELK	RAD54L	0.000649
MELK	CENPK	0.000652
MELK	CDCA2	0.000662
MELK	KIF18B	0.00068
MELK	KIFC1	0.000685
MELK	CENPI	0.000691
MELK	ERCC6L	0.000692
MELK	CENPN	0.000705
MELK	SKA3	0.000718
MELK	TACC3	0.000721
MELK	SPAG5	0.000735
MELK	TYMS	0.000737
MELK	SHCBP1	0.000739
MELK	GTSE1	0.000746
MELK	DEPDC1	0.000751
MELK	RAD51	0.000763
MELK	PLK1	0.000809
MELK	CDC25C	0.000821
MELK	NEK2	0.000822
MELK	DTL	0.000842
MELK	KIF14	0.000854
MELK	MCM10	0.000861
MELK	KIF15	0.000868
MELK	PCLAF	0.000871
MELK	CDCA3	0.000872
MELK	CHEK1	0.000873
MELK	PTTG1	0.000874
MELK	CDC45	0.000876
MELK	CENPA	0.000882
MELK	HMMR	0.000884
MELK	EXO1	9e-04
MELK	AURKB	0.000902
MELK	CDK1	0.000902
MELK	CDCA8	0.000902
MELK	ZWINT	0.000903
MELK	MKI67	0.000911
MELK	CKAP2L	0.000912
MELK	CENPF	0.000919
MELK	HJURP	0.000924
MELK	KIF20A	0.000929
MELK	NUSAP1	0.00093
MELK	TTK	0.000931
MELK	RRM2	0.000933
MELK	KIF2C	0.000935
MELK	CCNA2	0.000939
MELK	ASPM	0.000946
MELK	UBE2C	0.000948
MELK	TOP2A	0.000955
MELK	CEP55	0.000956
MELK	TPX2	0.000958
MELK	PBK	0.000963
MELK	KIF4A	0.000964
MELK	CDC20	0.000964
MELK	BIRC5	0.000965
MELK	FOXM1	0.000973
MELK	BUB1	0.000984
PHOX2A	SOX10	0.000424
PHOX2A	TFAP2B	0.000438
PHOX2A	NEUROG2	0.000486
PHOX2A	NEUROG1	0.000578
PHOX2A	EDN3	0.000634
PHOX2A	TH	0.00072
PHOX2A	HAND2	0.000793
PHOX2A	TUBB3	0.000815
CHRNA5	GABRA2	0.000401
CHRNA5	TERT	0.000402
CHRNA5	CHRM4	0.000444
CHRNA5	OPRM1	0.000476
CHRNA5	GABRE	0.000492
CHRNA5	DRD1	0.000561
CHRNA5	CLPTM1L	0.000592
CHRNA5	CHRFAM7A	0.000599
CHRNA5	CHRM2	0.000628
CHRNA5	CHRNA7	0.000634
CHRNA5	CHRNA2	0.000635
CHRNA5	LYNX1	0.000644
CHRNA5	CHRNB1	0.000647
CHRNA5	SLURP2	0.000652
CHRNA5	CHRNA9	0.000751
CHRNA5	CHRNA3	0.00098
GALR1	GPSM2	4e-04
GALR1	GPSM1	4e-04
GALR1	GPSM3	4e-04
GALR1	PCP2	4e-04
GALR1	TAC1	0.000423
GALR1	HTR7	0.000424
GALR1	VIPR1	0.000454
GALR1	FGFR1	0.000457
GALR1	VIP	0.000479
GALR1	CORT	0.000499
GALR1	GPR37L1	0.000499
GALR1	GPR37	5e-04
GALR1	APLNR	0.000503
GALR1	GPER1	0.000503
GALR1	NPW	0.000505
GALR1	QRFP	0.000505
GALR1	NPBWR1	0.000506
GALR1	SRC	0.000506
GALR1	NPB	0.000508
GALR1	NPBWR2	0.000509
GALR1	AGTR2	0.000516
GALR1	BDKRB2	0.000517
GALR1	AGTR1	0.000528
GALR1	NMS	0.00053
GALR1	NMUR1	0.000539
GALR1	AGT	0.000543
GALR1	SSTR3	0.000551
GALR1	APLN	0.000559
GALR1	SSTR2	0.000576
GALR1	PMCH	0.000577
GALR1	PENK	0.000587
GALR1	PNOC	0.000615
GALR1	NPY	0.00062
GALR1	PDYN	0.000624
GALR1	KNG1	0.000683
GALR1	POMC	0.000694
GALR1	GNG2	0.000821
GALR1	OPRM1	0.000848
GALR1	GNB1	0.000909
GALR1	HTR1A	0.000911
GALR1	GNAI1	0.000912
GALR1	GALP	0.000968
GALR1	GALR2	0.00098
CHRFAM7A	GABRA5	0.00047
CHRFAM7A	CHRNB1	0.00057
CHRFAM7A	CHRNA3	0.000575
CHRFAM7A	CHRNA9	0.00058
CHRFAM7A	CHRNA2	0.000582
CHRFAM7A	CHRNA7	0.000969
PCLAF	WDHD1	0.000408
PCLAF	CDCA2	0.000425
PCLAF	PLK1	0.000436
PCLAF	HNF4A	0.000454
PCLAF	FAM83D	0.000457
PCLAF	KIF14	0.000479
PCLAF	SMC4	0.000508
PCLAF	DEPDC1	0.000509
PCLAF	FANCI	0.000518
PCLAF	KIF4A	0.000523
PCLAF	CENPK	0.000536
PCLAF	CHEK1	0.000545
PCLAF	CENPN	0.000563
PCLAF	CENPW	0.000566
PCLAF	KIFC1	0.000582
PCLAF	RAD54L	0.000595
PCLAF	SHCBP1	0.000614
PCLAF	FOXM1	0.000624
PCLAF	NEK2	0.000624
PCLAF	EXO1	0.000652
PCLAF	FEN1	0.000678
PCLAF	CDKN1A	0.000719
PCLAF	TPX2	0.000724
PCLAF	MCM10	0.000731
PCLAF	RAD51	0.000745
PCLAF	HMMR	0.000754
PCLAF	HJURP	0.000763
PCLAF	KIF2C	0.000766
PCLAF	CTNNB1	0.000766
PCLAF	MKI67	0.000767
PCLAF	CENPA	0.00077
PCLAF	AURKB	0.000785
PCLAF	DTL	0.000794
PCLAF	SPAG5	0.000796
PCLAF	KIF15	0.000797
PCLAF	TTK	0.00081
PCLAF	BRCA1	0.00081
PCLAF	CDCA3	0.000811
PCLAF	KIF20A	0.000826
PCLAF	BUB1	0.000831
PCLAF	CDC45	0.000833
PCLAF	CDCA8	0.000839
PCLAF	TYMS	0.000859
PCLAF	CEP55	0.000861
PCLAF	PBK	0.000862
PCLAF	PTTG1	0.00087
PCLAF	CDK1	0.000877
PCLAF	CDC20	0.000881
PCLAF	CCNA2	0.000886
PCLAF	CENPF	0.000898
PCLAF	RRM2	0.000907
PCLAF	ASPM	0.000909
PCLAF	ZWINT	0.000913
PCLAF	NUSAP1	0.000914
PCLAF	TOP2A	0.00092
PCLAF	BIRC5	0.00093
PCLAF	UBE2C	0.000938
TERF2IP	CCNA2	0.000435
TERF2IP	BLM	0.000452
TERF2IP	PIF1	0.00048
TERF2IP	PLK1	0.000483
TERF2IP	FEN1	0.000518
TERF2IP	H2AC7	0.000533
TERF2IP	H2AC20	0.000533
TERF2IP	H2AC8	0.000533
TERF2IP	H2AB1	0.000533
TERF2IP	H2AC14	0.000533
TERF2IP	H2AC18	0.000536
TERF2IP	H2AZ2	0.000538
TERF2IP	H2AJ	0.000539
TERF2IP	H3-4	0.000544
TERF2IP	H2BC14	0.000545
TERF2IP	H2BC15	0.000546
TERF2IP	H2BC4	0.000546
TERF2IP	H2BC11	0.000546
TERF2IP	H2BC13	0.000546
TERF2IP	H2BS1	0.000546
TERF2IP	H2BC3	0.000546
TERF2IP	H2BC9	0.000546
TERF2IP	H2BU1	0.000546
TERF2IP	H2BC12	0.00055
TERF2IP	H2BC17	0.000552
TERF2IP	H2BC21	0.000555
TERF2IP	PARP1	0.00057
TERF2IP	H2AC6	0.000595
TERF2IP	H2AX	0.000636
TERF2IP	WRAP53	0.00069
TERF2IP	RTEL1	0.000751
TERF2IP	TEN1	0.000782
TERF2IP	TERT	0.000811
TERF2IP	BRCA1	0.000844
TERF2IP	XRCC5	0.000934
TERF2IP	XRCC6	0.000954
TERF2IP	POT1	0.000999
TERF2IP	ACD	0.000999
PLK1	DTL	4e-04
PLK1	CENPB	0.000406
PLK1	WDHD1	0.000413
PLK1	ESR1	0.00042
PLK1	H2BC18	0.000425
PLK1	SHCBP1	0.00045
PLK1	HRAS	0.000451
PLK1	ATR	0.000467
PLK1	TYMS	0.000474
PLK1	TUBB3	0.000475
PLK1	PIF1	0.000477
PLK1	ORC1	0.000487
PLK1	NRAS	0.000499
PLK1	H2AB1	0.000507
PLK1	BCL2	0.000507
PLK1	H2AJ	0.000507
PLK1	H2AC7	0.000508
PLK1	DYNC1I1	0.000514
PLK1	H2AC14	0.000517
PLK1	H2AC8	0.000521
PLK1	CKAP2L	0.000526
PLK1	FEN1	0.000532
PLK1	CHEK1	0.000535
PLK1	H2AC6	0.000535
PLK1	ACTB	0.000552
PLK1	BCL2L1	0.000557
PLK1	PARP1	0.000561
PLK1	GAPDH	0.000566
PLK1	FANCI	0.00057
PLK1	KIF15	0.000577
PLK1	RAD54L	0.000579
PLK1	MCM10	0.000588
PLK1	CENPL	0.000592
PLK1	CCNL2	0.000597
PLK1	FAM83D	0.000599
PLK1	DEPDC1	6e-04
PLK1	PRKDC	0.000602
PLK1	KIF14	0.000611
PLK1	E2F1	0.000615
PLK1	H2AZ2	0.000621
PLK1	BLM	0.000624
PLK1	CASP3	0.000642
PLK1	H2AC18	0.000652
PLK1	TTK	0.000653
PLK1	H2AC20	0.000653
PLK1	H3-2	0.000661
PLK1	KIF18B	0.000681
PLK1	CDKN1A	0.000682
PLK1	HMMR	0.000683
PLK1	H2BS1	0.000683
PLK1	H2BC4	0.000683
PLK1	CENPP	0.000683
PLK1	H2BU1	0.000685
PLK1	H2BC15	0.000687
PLK1	H2BC3	0.000688
PLK1	H2BC12	0.000689
PLK1	H2BC13	0.00069
PLK1	H2BC11	0.00069
PLK1	H2BC17	0.000691
PLK1	H2BC9	0.000693
PLK1	CENPK	0.000703
PLK1	ASPM	0.000704
PLK1	H2BC14	0.000715
PLK1	H2BC21	0.000722
PLK1	CDCA2	0.000723
PLK1	KIFC1	0.000727
PLK1	CENPT	0.000728
PLK1	MIS18BP1	0.000732
PLK1	H2AX	0.000745
PLK1	PBK	0.000756
PLK1	CTNNB1	0.000759
PLK1	CENPN	0.000772
PLK1	EXO1	0.000777
PLK1	CDC45	0.000777
PLK1	CENPI	0.000785
PLK1	CENPQ	0.000788
PLK1	PTTG2	0.000811
PLK1	NUSAP1	0.000811
PLK1	H3-4	0.000819
PLK1	PRKACA	0.000819
PLK1	KIF4A	0.000821
PLK1	SMC4	0.000821
PLK1	H3C12	0.000823
PLK1	H3C13	0.000824
PLK1	MKI67	0.000831
PLK1	CEP55	0.000837
PLK1	KNL1	0.00084
PLK1	MYC	0.000844
PLK1	RAD51	0.000848
PLK1	HJURP	0.000859
PLK1	HASPIN	0.000873
PLK1	RRM2	0.000873
PLK1	TACC3	0.000884
PLK1	CHEK2	9e-04
PLK1	CDCA3	0.000904
PLK1	UBE2C	0.000927
PLK1	ZWINT	0.00093
PLK1	TOP2A	0.000931
PLK1	SKA3	0.000934
PLK1	NEK2	0.000938
PLK1	AURKB	0.000939
PLK1	SPAG5	0.000942
PLK1	TPX2	0.000944
PLK1	PTTG1	0.000956
PLK1	HSP90AA1	0.000957
PLK1	CCNA2	0.000958
PLK1	SGO2	0.000959
PLK1	BRCA1	0.00096
PLK1	CENPF	0.000973
PLK1	CDCA8	0.000974
PLK1	BIRC5	0.00098
PLK1	GTSE1	0.000982
PLK1	CENPA	0.000988
PLK1	KIF20A	0.00099
PLK1	CDK1	0.000993
PLK1	KIF2C	0.000994
PLK1	FOXM1	0.000995
PLK1	BUB1	0.000996
PLK1	BRCA2	0.000996
PLK1	BORA	0.000997
PLK1	ERCC6L	0.000998
PLK1	CDC20	0.000999
PLK1	CDC25C	0.000999
TPX2	CENPW	4e-04
TPX2	WDHD1	0.000418
TPX2	BCL2	0.000424
TPX2	PTTG2	0.000426
TPX2	BCL2L1	0.000438
TPX2	E2F1	0.000454
TPX2	MYC	0.000456
TPX2	HASPIN	0.000469
TPX2	DIAPH3	0.000474
TPX2	CENPK	0.000528
TPX2	SGO2	0.000531
TPX2	GAPDH	0.000534
TPX2	BRCA2	0.000535
TPX2	CENPI	0.000535
TPX2	ORC1	0.000551
TPX2	KNL1	0.000551
TPX2	SMC4	0.000616
TPX2	RAD54L	0.000633
TPX2	CDC25C	0.000644
TPX2	ERCC6L	0.000654
TPX2	CHEK1	0.000663
TPX2	TYMS	0.00067
TPX2	DTL	0.000676
TPX2	KIF18B	0.000683
TPX2	GTSE1	0.000687
TPX2	SHCBP1	0.000701
TPX2	FEN1	0.000709
TPX2	RAD51	0.000714
TPX2	FANCI	0.000724
TPX2	BORA	0.00073
TPX2	CKAP2L	0.000756
TPX2	CDC45	0.000766
TPX2	CENPN	0.000766
TPX2	TACC3	0.000786
TPX2	SKA3	0.000791
TPX2	MCM10	0.000795
TPX2	EXO1	0.000807
TPX2	CDCA2	0.00081
TPX2	KIFC1	0.000826
TPX2	SPAG5	0.000854
TPX2	FAM83D	0.000864
TPX2	CDCA3	0.000881
TPX2	CENPA	0.000882
TPX2	HJURP	0.000892
TPX2	KIF14	0.000903
TPX2	DEPDC1	0.000903
TPX2	ZWINT	0.000913
TPX2	CDCA8	0.000919
TPX2	PTTG1	0.000921
TPX2	BRCA1	0.000922
TPX2	FOXM1	0.000932
TPX2	TTK	0.000935
TPX2	AURKB	0.00094
TPX2	TOP2A	0.000942
TPX2	NEK2	0.000942
TPX2	RRM2	0.000943
TPX2	CEP55	0.000944
TPX2	PBK	0.000945
TPX2	KIF15	0.000948
TPX2	ASPM	0.000949
TPX2	BIRC5	0.000952
TPX2	CDK1	0.000952
TPX2	CENPF	0.000954
TPX2	MKI67	0.000954
TPX2	CCNA2	0.000954
TPX2	BUB1	0.000958
TPX2	CDC20	0.000961
TPX2	NUSAP1	0.000964
TPX2	KIF4A	0.000965
TPX2	UBE2C	0.000965
TPX2	KIF20A	0.000972
TPX2	HMMR	0.000979
TPX2	KIF2C	0.000999
GNG8	GPSM2	0.000408
GNG8	GPSM3	0.000411
GNG8	PCP2	0.00042
GNG8	GPSM1	0.000459
GNG8	RAET1E	0.000465
GNG8	NPS	0.000499
GNG8	ARHGEF25	0.000499
GNG8	NMS	0.000499
GNG8	GPER1	0.000499
GNG8	AGT	0.000499
GNG8	ESR1	0.000499
GNG8	GCG	0.000499
GNG8	GHRH	0.000503
GNG8	RLN3	0.000504
GNG8	SRC	0.000504
GNG8	POMC	0.000504
GNG8	TRIO	0.000505
GNG8	VIP	0.000507
GNG8	GRIK3	0.00051
GNG8	CCL23	0.000511
GNG8	AVP	0.000513
GNG8	PDYN	0.000513
GNG8	PDE6G	0.000513
GNG8	ITPR2	0.000516
GNG8	ITPR3	0.000516
GNG8	ITPR1	0.000516
GNG8	KNG1	0.000517
GNG8	RGS3	0.000518
GNG8	RGS5	0.000518
GNG8	RGS19	0.000519
GNG8	RGS1	0.00052
GNG8	RGS16	0.00052
GNG8	BTK	0.000525
GNG8	RGS21	0.000527
GNG8	PDE6B	0.000529
GNG8	PRKCH	0.000531
GNG8	RGS10	0.000531
GNG8	CASR	0.000537
GNG8	GNG14	0.00054
GNG8	LPAR2	0.000541
GNG8	LPAR1	0.000541
